,가수,곡명,가사,장르,발매일
111,시크릿,별빛달빛,"슈비두바 빠빠빠
슈비두바 빠빠빠
랄랄랄라라 라라리라
장미꽃 한송이 받고
너에게 고백을 받고
내 맘은 샤랄라라라
샤랄라라라
밤 하늘의 별도 노래해
너는 내 어디가 좋아
나는 네 모든 게 좋아
니 맘도 샤랄라라라
세상모든게 다 아름다워
자꾸 생각나
몰래 가슴 떨려와
어쩌면 좋아 어쩌면 좋아
정말 이런 기분 처음이야
너는 내 별빛 내 마음의 별빛
넌 나만의 달빛
소중한 내 달빛
그저 바라만보고 나를 위해
비춰주는 그런 사람
너는 내 하늘 하나뿐인 하늘
넌 나만의 바다
소중한 내 바다
서로 바라만 봐도
변함없이 미소
짓는 그런 사람
OH MY LOVE
슈비두바 빠빠빠
슈비두바 빠빠빠
랄랄랄라라 라라리라
구름이 우릴 가려도
두둥실 흘러가듯이
언제나 샤랄라라라
샤랄라라라
오 내 사랑 사랑 오 내 사랑
자꾸 생각나 몰래 가슴 떨려와
어쩌면 좋아 어쩌면 좋아
정말 이런 기분 처음이야
너는 내 별빛
내 마음의 별빛
넌 나만의 달빛 소중한 내 달빛
그저 바라만보고 나를 위해
비춰주는 그런 사람
너는 내 하늘 하나뿐인 하늘
넌 나만의 바다 소중한 내 바다
서로 바라만 봐도
변함없이 미소
짓는 그런 사람
OH MY LOVE
어두운 골목에
등불이 돼줄게
어두운 바다에
등대가 돼줄게
아침이 올 때까지
햇빛이 들 때까지
내 곁에서 날 비춰줘
내 맘속에 있어줘
1 2 1 2 3 GO
너는 내 사랑
하나뿐인 사랑
넌 나만의 태양
하나뿐인 태양
그저 서로를 위해
아낌없이 줄 수 있는 그런 사람
너는 내 별빛
내 마음의 별빛
넌 나만의 달빛
소중한 내 달빛
그저 바라만보고 나를 위해
비춰주는 그런 사람
OH MY LOVE
슈비두바 빠빠빠
슈비두바 빠빠빠
랄랄랄라라 라라리라",댄스,2011.06.01
112,f(x),Hot Summer,"Hot Hot Hot Hot Summer
Hot Hot Hot Hot
Hot Hot Hot Hot Summer
Hot Hot Hot Hot
도저히 이렇겐 더 안되겠어
내가 어떻게든 좀 손보겠어
낡은 스타일밖에 모르는 널
프로듀스 얼마나 멋져질지
좀 알겠어
교실에서
사무실 책상에서
청소 안 한 방에서
어서 나와라 어서
뜨거운 광선 쏟아져
앗 따끔해
눈부셔 살짝 찌푸린 눈
선글래스
얼음을 깨문 입 속 와작 얼얼해
하늘은 파랗다 못해 투명해져
Hot Summer Ah Hot Hot Summer
Hot Summer Ah Hot Hot 너무 더워
Hot Summer Ah Hot Hot
Summer Hot Summer Ah
Hot Hot 이게 제 맛
Hot Hot Hot Hot Summer
Hot Hot Hot Hot
말리부 해변은 아니더라도
금가루 뿌렸니 눈부셔 파도
발 툭툭 털고 아이스크림 가게로
가십 가득한 TV가 재미없어
한강에서 물 파란 동해에서
저 워터 파크에서
재밌게 놀자 어서
뜨거운 광선 쏟아져
앗 따끔해
눈부셔 살짝 찌푸린 눈
선글래스
얼음을 깨문 입 속 와작 얼얼해
하늘은 파랗다 못해 투명해져
Hot Summer Ah Hot Hot Summer
Hot Summer Ah Hot Hot 너무 더워
Hot Summer Ah Hot Hot
Summer Hot Summer Ah
Hot Hot 이게 제 맛
땀 흘리는 외국인은 길을 알려주자
너무 더우면 까만 긴 옷 입자
Yeah It Must Be Burning
Cuz I Got You Sweating
In This Weather
All Them Heads Be Turning True
Dat You Know I Got It
뜨거운 광선 쏟아져
앗 따끔해
눈부셔 살짝 찌푸린 눈
선글래스
얼음을 깨문 입 속 와작 얼얼해
하늘은 파랗다 못해 투명해져
Hot Summer Ah Hot Hot Summer
Hot Summer Ah Hot Hot 너무 더워
Hot Summer Ah Hot Hot
Summer Hot Summer Ah
Hot Hot 이게 제 맛
Hot Summer Ah Hot Hot Summer
Hot Summer Ah Hot Hot 너무 더워
Hot Hot Hot Hot Summer
Hot Hot Hot Hot Summer",댄스,2011.06.14
113,2NE1,Lonely,"지금 내가 하는 얘기
널 아프게 할지 몰라
아마 날 죽도록
미워하게 될 꺼야
내가 예전 같지 않다던 네 말
모두 틀린 말은 아니야
나도 변해버린
내가 낯 설기만해
너무 착한 넌데 넌 그대로인데
Oh I don't know I don't know
내가 왜 이러는지
그토록 사랑했는데
넌 여기 있는데
Oh I don't know
이제 날 찾고 싶어
Baby I'm sorry
너와 있어도 난 lonely
사랑하긴 내가 부족한가 봐
이런 못난 날 용서해
I'm sorry 이게 너와 나의 story
사랑이란 내겐 과분한가 봐
네 곁에 있어도
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
네가 잘못한 게 아냐
내가 이상한 거야
이미 오래 전부터
난 준비 했나 봐 이별을
정말 잘해주고 싶었는데
하필 사랑 앞에서는 왜
이렇게 한없이
작아지고 외로운지
너무 착한 넌데 넌 그대로인데
Oh I don't know I don't know
내가 왜 이러는지
그토록 사랑했는데
넌 여기 있는데
Oh I don't know
이제 날 찾고 싶어
Baby I'm sorry
너와 있어도 난 lonely
사랑하긴 내가 부족한가 봐
이런 못난 날 용서해
I'm sorry 이게 너와 나의 story
사랑이란 내겐 과분한가 봐
네 곁에 있어도
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Cuz I'm just another girl
이 밤이 외로웠나
더는 견딜 수 없어 good bye
Cuz I'm just another girl
너무나 외로워
지금 네 곁에 있어도
baby I'm so lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely
Baby I'm so lonely lonely
lonely lonely lonely",발라드,2011.05.12
114,처진 달팽이 (유재석 & 이적),압구정 날라리,"yeah two thousand eleven
무한도전 서해안 고속도로 가요제
준비됐습니까
처진 달팽이 이적 and 재석
어서 와요 예쁜 그대
몇 명이서 놀러 왔나요
사양말고 한잔해요
모든것이 그대 거에요
Check this out
사실 나는 킹카 였어
형들이랑 놀러 가면 웃긴 말만
해댔지만 사실 나는 킹카 였어
이제와서 생각하면 지나고
돌이켜보면 그 누구도 몰랐지만
사실 나는 킹카였어
뜨겁게 셔츠가 다 젖을 때까지 압구정
돈이 없어도 오늘 만은 날라리
연락처는 받았지만
사실 별로 맘에 안들어
에프터는 기대마요
이바닥이 그런거에요
사랑을 꿈꾸지 말아요
나같은 킹카는 너무 바쁘니
뜨겁게 셔츠가 다 젖을때 까지 압구정
돈이 없어도 오늘 만은 날라리
뜨겁게 셔츠가 다 젖을때까지 압구정
돈이 없어도 오늘 만은 날라리
셔츠가 다 젖을때까지 압구정
돈이 없어도 오늘만은 날라리
내가 살던곳은 수유리",댄스,2011.07.02
115,김범수,끝사랑,"내가 이렇게 아픈데
그댄 어떨까요
원래 떠나는 사람이
더 힘든 법인데
아무 말하지 말아요
그대 마음 알아요
간신히 참고 있는 날
울게 하지 마요
이별은 시간을 멈추게 하니까
모든걸 빼앗고 추억만 주니까
아무리 웃어 보려고
안간힘 써 봐도
밥 먹다가도 울겠지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 달라질 수 없는
한 가지
그대만이 영원한 내 사랑
그대도 나처럼 잘못했었다면
그 곁에 머물기 수월했을까요
사랑해 떠난다는 말
과분하다는 말
코웃음 치던 나였지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 그대
나를 잊고 살아도
그대만이 영원한 내 사랑
나는 다시는 사랑을
못할 것 같아요
그대가 아니면",발라드,2011.06.16
116,원더걸스,Be My Baby,"Watching 계속 바라보며 난
Waiting 니가 다가오기만을 바래
어서 내게 와 날 데려가 제발
Dreaming 니 맘도 나 같기를
Praying 가슴 조이며 난 기도해
저 하늘에 이렇게 두 손을 모아서
이런 적이 없는데 내 가슴이
두근두근 두근대고
몇 번 본 적 없는데 니 모습이
자꾸 꿈에 나와
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
Crazy 내가 미쳤는지 왜
Lately 하루 종일 난 뭘 하든지
너의 사진이 머릿속에 박혔어
Perfect 모든 게 완벽해
Terrific 겉과 속 모두 다
어쩜 너는 모자라는 게
하나도 없는 건지
차분하려 하는데
니가 또 내 앞에만 나타나면
사랑한다고 말해버릴 것만 같아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No
자 더 이상 이제 망설이지 마
내 말을 의심하지 마
내 말을 믿고 나를 따라와
난 니 인생의 마지막
여자가 되고 넌 내 마지막 남자가
될 거란 걸 알지만
넌 아직 몰라 왜 놀라
자 어서 빨리 나를 골라
말 할 필요도 없어 그냥 내 말대로
잘 할 생각만 하면 돼
그러니 니 앞에 날 잘 보고
판단을 해 봐
어때 88 나이도 딱 맞아
모두 다 맞아
Please be my baby
Please be my baby
너만 생각하면 미치겠어
니가 너무너무 갖고 싶어서
Make me your lady
Make me your lady
나의 사랑을 너에게 줄게 절대
후회하지 않게 해줄게 No",댄스,2011.11.07
117,소녀시대 (GIRLS' GENERATION),The Boys,"겁이 나서 시작조차 안 해 봤다면
그댄 투덜대지 마라 좀
주저하면 기회는 모두 너를 비켜가
가슴 펴고 나와봐라 좀
Bring the boys out
Bring the boys out
We bring the boys out
We bring the boys out
Bring the boys out
순리에 맞춰 사는 것
넌 길들여져 버렸니
괜찮니 get up
암담한 세상이 그댈 주눅들게
만드니 that's funny 괜찮니
그냥 볼 수가 없어 난
부딪히고 깨져도 몇 번이고 일어나
날카롭게 멋지게 일을 내고야
말던 네 야성을 보여줘
My boy Bring the boys out
Girls' generation make you feel the heat
전 세계가 너를 주목해
Bring the boys out
위풍도 당당하지 뼛속부터
넌 원래 멋졌어
You know the girls
Bring the boys out
흔들리지 말고 그댄 자릴 지켜
원래 전쟁 같은 삶을 사는 인간인걸
너는 왜 yes fly high
벌써 왜 you fly high 포기해
Oh 넌 멀었잖아
너의 집념을 보여줘 지구를 좀
흔들어줘 모두가 널 볼 수 있게
역사는 새롭게 쓰여지게 될 걸
주인공은 바로 너 바로 너
Bring the boys out
Girls' generation make you feel the heat
전 세계가 너를 주목해
Bring the boys out
위풍도 당당하지 뼛속부터
넌 원래 멋졌어
You know the girls
Bring the boys out
Girls bring the boys out
I wanna dance right now
내가 이끌어 줄게 come out
세상 남자들이여 난
No.1 지혜를 주는
Athena Check this out
즐겨봐라, 도전의 설레임
이미 모두 가진 세상의 남자
그대로 쭉 가는 거야 keep up
Girls' generation, We don't stop
Bring the boys out
막혀버렸던 미래가 안보였던
미래가 네 눈앞에 펼쳐져
점점 더 완벽한 네 모습에
마치 난 빨려들 것 같아 My heart
겁이 나서 시작조차 안 해 봤다면
그댄 투덜대지 마라 좀
Bring the boys out
주저하면 기회는 모두 너를 비켜가
가슴 펴고 나와 봐라 좀
Bring the boys out
cause the girls bring the boys out
Girls bring the boys out
Girls bring the boys out Girls bring the boys out
Girls' generation make'em feel the heat
전 세계가 우릴 주목해
Bring the boys out
세상을 이끌 남자
멋진 여자들 여기 모여라
You know the girls
Bring the boys out",댄스,2011.10.19
118,울랄라세션,서쪽 하늘,"서쪽하늘로 노을은 지고
이젠 슬픔이 돼버린 그대를
다시 부를수 없을 것 같아
또 한번 불러보네
소리쳐 불러도 늘 허공에
부서져 돌아오는 너의 이름
이젠 더 견딜 힘조차 없게
날 버려두고 가지
사랑하는 날 떠나가는 날
하늘도 슬퍼서 울어준 날
빗속에 떠날 나였음을
넌 알고 있는듯이
비가오는 날엔 난
항상 널 그리워해
언젠간 널 다시 만나는
그날을 기다리며
비내린 하늘은
왜그리 날 슬프게해
흩어진 내 눈물로 널 잊고 싶은데
비가 오는건 그녀가 우는거라고
했다
비가오는 날엔
난 항상 널 그리워해
언젠간 널 다시 만나는
그날을 기다리며
비내린 하늘은
왜그리 날 슬프게해
흩어진 내 눈물로 널 잊고 싶은데
가고싶어 널 보고싶어
꼭 찾고 싶었어
하지만 너의 모습은
아직도 그 자리에
비가오는 날엔
난 항상 널 그리워해
언젠간 널 다시 만나는
그날을 기다리며
비내린 하늘은
왜그리 날 슬프게해
흩어진 내 눈물로 널 잊고 싶은데
하지만 난 널 사랑해",발라드,2011.10.31
119,버스커 버스커,동경소녀,"오랜만이야
정말 보고 싶었지만
내 하찮은 자존심이
허락안했어
헤어진후에
많이 달라진것같아
늘 해오던 긴머리가
네겐 어울려
니가 떠난후 빈자리가
너무나 컸었다고
말하고 싶은데
but I still love you
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You
몇번씩이나
전화하려 했었지만
니 곁에선 그 사람이
맘에 걸렸어
느낄수 있어
이제 많이 편해보여
너 말없이 웃어주니
나는 서글퍼
너무 늦었나 보고싶다
내맘도 이제와서
부담일뿐이니
but I still love you
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You",록/메탈,2011.10.03
120,비스트,Fiction,"아직 난 널 잊지 못하고
모든걸 다 믿지 못하고
이렇게 널 보내지 못하고
오늘도
다시 만들어볼게 우리 이야기
끝나지 않게 아주 기나긴
살갗을 파고 스며드는
상실감은 잠시 묻어둘게
새로 써 내려가 시작은
행복하게 웃고 있는 너와 나
네가 날 떠나지 못하게
배경은 출구가 없는 좁은 방 안
아무렇지 않게 네게 키스하고
달콤한 너의 곁을 떠나가질 못해
우린 끝이라는건 없어
이렇게 난 또
Fiction in Fiction
잊지 못하고
Fiction in Fiction
내 가슴 속에
끝나지 않을 이야길
쓰고 있어
널 붙잡을게
Fiction in Fiction
놓지 않을게
Fiction in Fiction in Fiction
끝나지 않은 너와 나의 이야기
속에서 오늘도 in Fiction
지금 여긴 행복한
이야기들밖에 없어
너무 행복한
우리 둘만의 이야기가
이렇게 현실과는 다르게
써 있어 점점 채워지고 있어
너는 나에게로 달려와서 안기고
품 안에 안긴 너를 나는
절대 놓지 못해
우린 끝이라는건 없어
이렇게 난 또
Fiction in Fiction
잊지 못하고
Fiction in Fiction
내 가슴 속에 끝나지 않을
이야길 쓰고 있어
널 붙잡을게
Fiction in Fiction
놓지 않을게
Fiction in Fiction in Fiction
끝나지 않은 너와 나의
이야기 속에서
오늘도 in Fiction
다시 한 번 더 말하지만
지금 너는 내 옆에 있다고
그렇게 믿고 있어 난
하지만 Fiction
난 목적을 잃어버린
작가 이 소설의끝은
어떻게 마무리 지어야 해
사랑해 사랑해 사랑해 사랑해
사랑해 이 세 글자만
써 내려가 무뎌진 펜 눈물로
얼룩진 낡은 종이 위로
행복할 수도 슬플 수도 없어
이 이야기는
지금 난 너무나도
행복한 생각에
이야기를 쓰지만
모든게 바램일 뿐이라고 여전히
난 행복한걸
Fiction in Fiction in Fiction
우리 함께인걸
Fiction in Fiction in Fiction
이제 시작인걸
Fiction in Fiction in Fiction
끝은 없는걸
Fiction in Fiction in Fiction",댄스,2011.05.17
121,김범수,제발,"잊지 못해 너를 있잖아
아직도 눈물 흘리며 널 생각해
늘 참지 못하고
투정 부린 것 미안해
나만 원한다고 했잖아
그렇게 웃고 울었던 기억들이
다른 사랑으로 잊혀져
지워지는게 난 싫어
어떻게든 다시 돌아오길 부탁해
처음으로 다시 돌아가길 바랄게
기다릴게 너를 하지만
너무 늦어지면은 안돼
멀어지지마 더 가까이 제발
모든 걸 말할 수 없잖아
마지막 얘길 할테니 좀 들어봐
많이 사랑하면 할수록
화만 내서 더 미안해
어떻게든 다시 돌아오길 부탁해
처음으로 다시 돌아오길 바랄께
기다릴게 너를 하지만
너무 늦어지면은 안돼
멀어지지마 더 가까이
잊지 말고 다시 돌아오길 부탁해
헤어지면 가슴 아플 거라 생각해
기다릴게 너를 하지만
너무 늦어지면은 안돼
멀어지지마 더 가까이
제발
제발
제발",발라드,2011.03.27
122,박봄 (Park Bom),Don't Cry,"사랑은 너무 쉽게 변해만 갔죠

서로 욕심 속에 아픈 상처만 남아

GOTTA LET YOU GO

and please don't cry

나 라는 사람 참

그대에겐 못됐죠

바보 같은 내 맘을 못 잡고

널 아프게 했죠

and please don't cry

여기까지가 우리 둘의 끝인가요

세상이 우릴 허락할 때

그때 까지만

IT'S OKAY BABY PLEASE DON'T CRY

기나긴 여행이 끝났지만

또 언젠간 마주치겠지

다음 세상에서 꼭 다시 만나



하루가 멀게 우린 매일 다퉜죠

그땐 뭐가 그리 분했던지

매일 밤을 울었죠

Baby I cried

너 라는 사람 참 내겐 무심했죠

길고 기나긴 밤을 지새는 날

홀로 두었죠

Baby I cried

여기까지가 우리 둘의 끝인가요

세상이 우릴 허락할 때 그때 까지만

IT'S OKAY BABY PLEASE DON'T CRY

기나긴 여행이 끝났지만

또 언젠간 마주치겠지

다음 세상에서 꼭 다시 만나



가끔 눈물이 날 찾아 올 때면

아름다웠던 우릴 기억 할게요

그대 더 이상 아프지 말아요 제발

And please don't cry

IT'S OKAY BABY PLEASE DON'T CRY

기나긴 여행이 끝났지만

또 언젠간 마주치겠지

다음 세상에서 꼭 다시 만나

IT'S OKAY BABY PLEASE DON'T CRY

기나긴 여행이 끝났지만

또 언젠간 마주치겠지

다음 세상에서 꼭 다시 만나",댄스,2011.04.21
123,시크릿,샤이보이,"뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

Time Time Time To Shine

Time Time Time Secret Time

Time Time Time To Shine

Oh Oh Oh Secret Time

우쭐대지마 아 아 넌 넌

장난치지마 아 아 넌 넌

오오오 오오오

더는 못 참겠어 그만

제발 있는 척 좀 마 아아 No No

이젠 너 같은 남자 아 아 No No

오오오 오오오

더는 못 보겠어 그만

뻔뻔해 뻔뻔해 바람둥이는 뻔뻔해

말만 많아 참 많아

여자들도 너무 많아

바로 너 그건 너

날 위한 남자는 바로 너

어리숙해 보여도 나만 사랑해줄

You R My Shy Shy Shy Boy

Oh Oh Oh My Boy

잘생기지 않아도

마음이 따뜻한 그런 남자 Oh

Bye Bye Bye Boy

Oh Oh Oh Bad Boy

완벽하지 않아도

나만을 아껴줄 그런 남자 Shy Boy

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

밀고 당기지 좀 마 아아 No No

솔직한 게 난 좋아 아 아 너도

오오오 오오오

더는 못 참겠어 정말

지겨워 지겨워

가벼운 남자는 지겨워

웃기기는 하지만

촐싹대고 철이 없어

바로 너 그건 너

날 위한 남자는 바로 너

어리숙해 보여도 나만 사랑해줄

You R My Shy Shy Shy Boy

Oh Oh Oh My Boy

잘생기지 않아도

마음이 따뜻한 그런 남자 oh

Bye Bye Bye Boy

Oh Oh Oh Bad Boy

완벽하지 않아도

나만을 아껴줄 그런 남자 Shy Boy

딱 생긴 대로 놀잖아 아 Bad Boy

딱 뺀질뺀질 생긴 너 너 Fly Boy

달콤한 속삭임보단

듬직한 맘을 가진 Boy

You R My Boy 내게로

Come In Come In Come In Come In Boy

사랑해 SHY BOY 널 사랑해

그렇게 수줍어하지 말고

조금씩 내게로 다가와줘

You R My Shy Shy Shy Boy

Oh Oh Oh My Boy

잘생기지 않아도

마음이 따뜻한 그런 남자 Oh

Say Say Say Boy

Say Say Say My Boy

1 2 3 4 사랑해

이제는 사랑한다 말해줘 Shy Boy

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두밥

뚜루왑 두밥 두",댄스,2011.01.06
124,현아,Bubble Pop!,"Bubble pop
Bubble pop
첨부터 끝까지
날 바꾸려 하지마
아니면 차라리 다른 사람만나
투덜대지마
밤늦게 나가서 놀면 좀 어때
어쩌다 전화 안받으면 어때
왜 자꾸 그래 너 나를 못믿니
woo boy
너에게 날 맞추진마
hey boy
나에게 더 바라진마
my boy
거품처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop
woo boy
있는 그대로 생각해봐
hey boy
보이는 대로 날 바라봐줘
my boy
거품 처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop
말은 좀 예쁘게 해
웃을땐 얌전하게
연락은 좀 자주해 너나 잘해
hey hey hey hey
bubble bubble pop pop
웃다가 가끔 우울하면 어때
좋다가 갑자기 싫어짐 어때
왜 자꾸 그래 너 나를 모르니
woo boy
너에게 날 맞추진마
hey boy
나에게 더 바라진마
my boy
거품처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop
woo boy
있는 그대로 생각해봐
hey boy
보이는 대로 날 바라봐줘
my boy
거품 처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop
너에게 날 맞추진마
나에게 더 바라진마
거품처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop
woo boy
있는 그대로 생각해봐
hey boy
보이는대로 날 바라바줘
my boy
거품처럼 커진 맘을
Bubble Bubble Bubble pop
Bubble Bubble pop pop",댄스,2011.07.05
125,지나,Black & White,"Black Black Black White

Black Black Black White

Black and white

Black and white

너와 나는 Black and white

나는 Hot 너는 Cool

Couple인 게 Mystery

정말 정말 정말 정말

말도 안돼 말도 안돼

머리부터 발끝까지

맞는 게 하나 없니

너보다 잘 맞는

남자들 많을 텐데

정말 정말 정말 정말

말도 안돼 말도 안돼

Hey boy 맞춰 봐 바꿔 봐

해 봐 Come on boy

자존심 따윈

Kick it Kick it Kick it

Oh no oh no oh no oh no

이제 좀 맞춰 봐

너와 나 Black and white

너 너 너와 나 Black and White Oh

네 멋대로 제 멋대로 어쩜 그러니

너는 몰라 내 맘 몰라 왜 몰라

너와 나 Black and White

너 너 너와 나 Black and White

나밖에 없어 없다고 주윌 둘러봐

제발 제발 제발 Back to me

Black Black Black White

Black Black Black White

도대체 몇 번째

만났다 헤어지니

나보다 잘 맞는

여자 찾기 바쁘니

정말 정말 정말 정말

말도 안돼 말도 안돼

Hey boy 자꾸 너 이럴래

자꾸 Come on boy

거짓말 따윈

Kick it Kick it Kick it

Oh no oh no oh no oh no

나만 좀 봐줄래

너와 나 Black and white

너 너 너와 나 Black and white Oh

네 멋대로 제 멋대로 어쩜 그러니

너는 몰라 내 맘 몰라 왜 몰라

너와 나 Black and white

너 너 너와 나 Black and white

나밖에 없어 없다고 주윌 둘러봐

제발 제발 제발 Back to me

Back Back to me

Back Back Back to me

Back Back to me

Hey 너를 봤어 Boy

키스하는 널 봤어

Hey 너를 봤어 Boy

넌 그녀가 더 좋았니

Hey 너무 했어 Boy

난 너밖에 없는데

너 제발 좀 이러지마

너와 나 Black and white

너 너 너와 나 Black and white Oh

네 멋대로 제 멋대로 어쩜 그러니

너는 몰라 내 맘 몰라 왜 몰라

너와 나 Black and white

너 너 너와 나 Black and white

나 밖에 없어 없다고 주윌 둘러봐

제발 제발 제발 Back to me

Back Back to me

Back Back Back to me

Back Back to me",댄스,2011.01.18
126,리쌍,회상 (Feat. 백지영),"울 엄마가 나를 뱄을 때
앉아서 잠을 잤대 내 발길질 땜에
그렇게 난 뱃속에서부터
말썽을 피웠어
중학교 땐 반장 때려서
얼굴에 구멍이 났고
엄마는 무릎 꿇고 울었어
내 앞에서 밤새도록
그래서 그 뒤론 나는 싸움 안 해
깡패 될까봐 밖에 나갈 때마다
싸우지 말라고 내게 말해
커서 난 뭐가 될까 마우스 커서처럼
큰 세상을 나가지 못할까 걱정했지만
꿈을 꿨어 스물여섯 늦은 나이에
난 맘을 잡았어 젊은 날에 방황
가난 바람 같은 인생은
누구나 다 겪는 일이라며
나를 위로하며 매일 밤
꿈을 위해 난 글을 썼어
이렇게 살아온 인생
또 이렇게 살아갈 인생
변하지 않을 내 삶의 노래 노래 노래
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네
생각보다 잘됐지 리쌍 1집
떠도는 집시처럼 지친 인생에
빛이 보이고 믿기 힘든 사랑이
내게 찾아왔어
그녈 위해 부를 수 있는 사랑 노래
리쌍부르스 내가 글을 쓴 후로
가장 아름다운 노래
하지만 그녀의 웨딩드레스는
결국 나를 위한 것이 아니었어
물론 내 잘못이 컸지만
어찌나 힘이 들던지
그날 밤 술을 펐지
난 이 젊은 날에 방황 가난
바람 같은 인생은
누구나 다 겪는 일이라며
나를 위로 했지만 아픔은 찾아왔어
음악으로 번 돈 전부 떼이고
나는 벚꽃처럼 잠시 피고 졌고
또다시 맨손으로 노를 젓고
이렇게 살아온 인생
또 이렇게 살아갈 인생
변하지 않을 내 삶의 노래 노래 노래
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네
느지막이 시작한 방송생활이
날이 갈수록 재밌어
돈은 많이 벌진 못해도
사람 땜에 받은 상처
사람으로 다시 메꿔 될 때까지
노력하는 유재석 그 성실함을 배워
나를 다시 깨워
게으르게 했던 음악이
요즘 너무 재밌어
매일매일 내 정신은 깨있어
음악 관두겠다던 나를
매일 찾아왔던 매니저 최부장처럼
나는 다시 달리는 레이서
이 젊은 날에 방황 가난
바람 같은 인생은
누구나 다 겪는 일이라며
나를 위로했던 그때처럼
다 겪어 봤으니 꺾이지 않아
고통은 껌처럼 씹어
컴컴한 밤은 나를 다시 일으켜
나를 다시 일으켜
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네
오르락내리락 반복해
기쁨과 슬픔이 반복돼
사랑과 이별이 반복돼
내 삶은 돌고 도네",랩/힙합,2011.08.25
