,가수,곡명,가사,장르,발매일
437,브라운아이드걸스,Sign,"숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
dot dot dot dot dot
마지못해서라도
dot dot dot dot dot
나를 한 번 봐 봐
환했던 나를 봐
이렇게 나 변해가
아무 말 못하고
dot dot dot dot dot
It's me
바보같이 눈물만 펑펑펑
흘리는 나야
난 all day and all night
어두운 방안에 있기만 해
not all right Blah Blah Blah
아무리 말해도
내 맘을 왜 몰라
일분 일초의 순간순간이
나의 가슴을 조여와
스르륵 감기는 나의 두 눈이
주르륵 흘리는 나의 눈물이
이대로 끝이란게
두려워 난 모든게
이런 날 구해줘 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
dot dot dot dot dot
못한 말은 많은데
dot dot dot dot dot
제발 들어 봐 봐
이렇게 나를 봐
모르는 척 하지마
모든걸 잃은 날
dot dot dot dot dot
Yo 그댄 이제는 아나요 내 맘
수천번 고백했네 난
너를 향한 사랑의 싸인
Did you get my sign sign
니가 있어야 일어 일어 나 나
니가 없어 시름 시름 앓아
외면하지 마요 날
I want you by my side side
파르르 떨리는 나의 입술이
하루를 버티지 못할 심장이
이대로 멈추는게
두려워 나 모든게
이런 날 구해줘 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
내안에 니가 또 차오른다
숨을 꼭 참고 널 참아본다
널 보내면
무너질 날 알잖아 제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot
제발
숨이 가파 Mayday
dot dot dot dot dot
맘이 아파 Mayday
dot dot dot dot dot
시간은 또 Tic Toc
흘러만 가 Tic Toc
들리니 내 Sign Sign
dot dot dot dot dot",댄스,2009.10.29
438,이승기,우리 헤어지자,"누가 내게 그러더라
우린 잘 어울린다고
우린 잘 만난거라고 그랬지
누가 내게 그러더라
우린 영원할거라고
그래 그때는 그랬지
lie lie lie lie lie
다 거짓말
lie lie lie lie lie
모두다
lie lie lie lie lie
이젠
우리 헤어지자 그만 만나자
가끔 슬퍼져도 추억에 웃자
마지막 널 위해 이 말밖에
할 수 없기에
모른척 아닌척하며
우리 이젠 그렇게 살자
누가 내게 그러더라 추억은 아름답다고
그래 그때는 그랬지
lie lie lie lie lie
다 거짓말
lie lie lie lie lie
모두다
lie lie lie lie lie
이젠
우리 헤어지자 그만 만나자
가끔 슬퍼져도 추억에 웃자
마지막 널 위해
이 말밖에 할 수 없기에
모른척 아닌척하며
우리 이젠 그렇게 살자
정말 행복했던 시간
마냥 웃기만한 순간 모두 너에게 줄께
lie lie lie lie lie
눈물은 내가
lie lie lie lie lie
가져갈게
떠나는 네가 웃을 수 있게
너만을 위해서 살아 왔기에
그 누구보다 더 너를 알기에
이젠 보내야해 나를 떠나 행복해야해
나와의 사랑 같은 건 모두 잊고
그렇게 살자
그렇게 살자",발라드,2009.09.17
439,카라,Honey,"난 난 난 너 없으면
난 난 난 너 아니면
난 난 난 살 수 없잖아
아직도 설레어 너만
보면은 떨려
모른척 하고 난 싶어도
눈에 보이는 간절함
숨이 벅차서 슬퍼와
병이 깊어져 아파와
너무 좋아서 그래
내 맘이 꼭 널 원해
나만의 Honey Honey Honey
돌아서야 하니 하니 하니
언제나 난 너 하나만을
원하고 있는데
Oh Baby Honey
Honey Honey
나의 맘에 Honey
Honey Honey
간절하게 너 하나만을
바라고 있잖아
Hey baby my little honey
Came from heaven right
here to save me
One touch that's all it takes
Complete with you
no regrets
I need you by my side
I love you long through
day and night
Deep inside I know
you're mine
No more words kiss me
goodnight
너무 좋아서 그랬어
바보 같이 나 변했어
너만 바라봐 그래
내 맘이 꼭 널 원해
나만의 Honey Honey Honey
돌아서야 하니 하니 하니
언제나 난 너 하나만을
원하고 있는데
Oh Baby Honey
Honey Honey
나의 맘에 Honey
Honey Honey
간절하게 너 하나만을
바라고 있잖아
난 난 난 너 없으면
난 난 난 너 아니면
난 난 난 살 수 없잖아
나만의 Honey Honey Honey
돌아서야 하니 하니 하니
언제나 난 너 하나만을
원하고 있는데
Oh Baby Honey
Honey Honey
나의 맘에 Honey
Honey Honey
간절하게 너 하나만을
바라고 있잖아
난 난 난 너 없으면 난 난 난",댄스,2009.02.12
440,V.O.S,큰일이다,"내맘 들킬까봐
훤히 보일까봐서
애써 관심도 없는 척해
그저 장난처럼 괜히 던지는 말
난 너 여자로 안보여
한참을 멍하니
너의 옆모습 바라보다
눈이 마주칠 때면
딴청부리는 날 알까
정말 큰일이다
자꾸만 보고 싶어서
매일 니 생각만 나서
아무 일도 할 수 없는데
정말 큰일이다
이러다 죽을 것 같은데
너무 가슴이 아픈데
난 어쩌라고
넌 어쩌자고 이토록 사랑하게해
혹시 피할까봐
부담 가질까봐서
다가서기가 두려워져
마주보는 일도
곁에 서는일도 어색해지면 어떡해
차라리 나 혼자
오래 마음껏 바라볼게
슬픈 이별 같은 건
하지 않아도 되니까
정말 큰일이다
자꾸만 보고 싶어서
매일 니 생각만 나서
아무 일도 할 수 없는데
정말 큰일이다
이러다 죽을 것 같은데
너무 가슴이 아픈데
난 어쩌라고
넌 어쩌자고 이토록 사랑하게해
기적이라도 일어나
나를 한번만 사랑해주면 안되니
정말 다행이다
나 먼저 널 사랑해서
나만 널 그리워해서
이렇게도 힘든 일인데
정말 다행이다
아프지 않아도 되니까
너는 울일 없으니까
그래 그렇게 넌 웃기만 해
나만 혼자 아프면 돼",발라드,2009.05.27
441,애프터스쿨,AH,"이렇게 둘이 너와 단 둘이
언제나 우린 달콤한 이야길 하고파
둘이 둘이 오늘밤 둘이
사랑해 우리 둘이 둘이 baby
잘빠진 다리와 외모 너는 내게 반하지
그대를 향한 윙크 한번 내게 빠지지
니 높은 콧대 내 몸맨 어때
내 앞에선 니 모든게 무너지고 말껄
사랑한다 말만 말고 보여 주겠니
나도 니가 맘에 들어 춤을 추겠니
너와 난 왠지 자꾸만 왠지
통할 것만 같아 너를 사랑 할것 같아
이렇게 둘이 너와 단 둘이
언제나 우린 달콤한 이야길 하고파
둘이 둘이 오늘밤 둘이
사랑해 우리 둘이 둘이 baby
짧은 시간 가까워진 우리 둘 사이
그대와 난 이제 하늘이 맺어준 사이
두말 할 필요 없어 다가와 내게 어서
조명이 나를 번쩍 비추면
그댈 유혹하는 내 눈빛이 뜨거워지지
다른 남자들은 니가 너무 부러워지지
말은 안해도 난 알잖아
표현 안해도 다 알아
빨개진 니 얼굴이 다 말을 해주잖아
이렇게 둘이 너와 단 둘이
언제나 우린 달콤한 이야길 하고파
둘이 둘이 오늘밤 둘이
사랑해 우리 둘이 둘이 baby

after school in the house
모두 같이 make it bounce
들어봐 지금 내 말 오늘밤 tonight
다가와 말 못했던 얘기
우리 둘만의 작고 작은 속삭임
그래 넌 지금 날 너무 원하지
가벼운건 싫어 내 모습이
다른 장소 after party
걱정마 이런 내 스타일에
오늘밤은 후회 안해
내 맘을 뺏어봐 baby boy
이렇게 둘이 너와 단 둘이
언제나 우린 달콤한 이야길 하고파
둘이 둘이 오늘밤 둘이
사랑해 우리 둘이 둘이 baby",댄스,2009.01.15
442,f(x),라차타 (LA chA TA),"이 소리 들려
여기 멋진 숙녀신사분들 넘쳐 Ah Ah Ah
자 자 밀지마시고
모두 확인해봐 입장순서 넘버
Yeah Yeah Yeah
반짝 번쩍 Sound 오늘 Style 좋은걸
옳지 잘해 그래
나를 따라 한번 더 가자
앞에 뒤에 옆에들 싸우지 말고 타
이제 됐다 준비완료
Now everybody says
LA LA 이렇게 chA chA chA 로 AH
신난다고 야 라차 라차 타타
노래를 따라 몸도 따라가 Now everybody
너무 쉽지 다들 좋아 Baby

저 테이블 아래로
그녀 핸드백 속에도 가득 넘쳐
Yeah Yeah Yeah
반짝 번쩍 Sound 오늘 Style 좋은걸
옳지 잘해 그래
나를 따라 한번 또 가자
앞에 뒤에 옆에들 싸우지 말고 타
이제 모두다 준비완료
Now everybody says
LA LA 이렇게 chA chA chA 로 AH
신난다고 야 라차 라차 타타
노래를 따라 숨도 따라 쉬어
Now everybody
너무 쉽지 나를 따라 Baby
C'mon C'mon C'mon C'mon baby come on
C'mon C'mon C'mon C'mon baby come
C'mon C'mon C'mon C'mon baby come on
Come come come come on baby
잘날 필요 없어 있는 그대로
몇 번 연습만 하면 돼
옳지 잘해 그래 그렇게 따라와
이제 진짜 준비완료
Now everybody says
LA LA 이렇게 chA chA chA 로 AH
신난다고 야 라차 라차 타타
노래를 따라 몸도 따라 가
Now everybody
너무 쉽지 다들 좋아 Baby
LA LA 이렇게 chA chA chA 로 AH
신난다고 야 라차 라차 타타
노래를 따라 숨도 따라 쉬어
Now everybody
너무 쉽지 나를 따라 Baby",댄스,2009.09.01
443,SG 워너비,사랑해 (Feat. 유리상자 박승화),"다시 한번만 날 사랑해줘요
그댄 날 벌써 잊은건가요
다시 한번만 날 돌아봐줘요

전화도 한번 없는 그대가
나는 너무나도 야속해 술을 마셨어요
그대가 싫어하는 담배도
나는 그댈 위해 며칠째
끊고 있었는데
어젠 그대의 집앞에서
밤이 늦도록 기다렸는데 오오오
그댄 가로등 불빛아래
다른사람과 입맞춤을 해 버렸네요
다시 한번만 날 사랑해줘요
그댄 날 벌써 잊은건가요
다시 한번만 날 돌아봐줘요
나를 떠나가지 말아요
라이엘라 랄라랄라랄라 라이엘라
라이엘라 랄라랄라랄라 라이엘라
다시 한번만 날 사랑해줘요
나를 떠나가지 말아요

그때 들리던 노래소리
그대가 좋아하던 그 노래 오오오
나는 웃어도 눈물이 나
그 노래 그 가사가 얼마나 와닿던지
다시 한번만 날 사랑해줘요
그댄 날 벌써 잊은건가요
다시 한번만 날 돌아봐줘요
나를 떠나가지 말아요
그댈 죽도록 난 사랑하는데
이렇게 나를 떠날건가요
그댈 죽도록 난 기다리는데
다시 내게 돌아와줘요
라이엘라 랄라랄라랄라 라이엘라
라이엘라 랄라랄라랄라 라이엘라
라이엘라 랄라랄라랄라 라이엘라
라이엘라 랄라랄라랄라 라이엘라
미안해 잘해준게 하나 없어서
미안해 아픈 추억만 남겨줘서
사랑해",발라드,2009.04.22
444,2am,친구의 고백,"꽤 오래됐어
내 맘이 조금씩
변하기 시작한지
혼자서 괴로워한지
언제부턴가 네가 울때마다
너를 울리는 남자가 너무나 미웠어
차라리 내가 널 지키는게
나을지도 모른다는 생각이
이제는 내가 널 안아주고
사랑해주고 싶단 생각이 들었어
Baby 이제는 내게 와
And be my lady
너무나 오랫동안 지켜봤어
말 없이 서서
안타까운 가슴을 숨기며
친구로
친구로 지내야 한다는 이유로
목까지 차올랐던
그 고백을 참아야했어
하지만 이제는 고백할게
너를 사랑해
내 손을 잡고 나밖에 없다며
나같은 친구를 둔게
정말 큰 축복이라며
변치 말자고 말을 할때마다
조금씩 자라나는 내 사랑을 눌렀어
차라리 내가 널 지키는게
나을지도 모른다는 생각이
자꾸만 들었지만 참았어
너를 잃어버릴까 두려워
하지만
Baby 이제는 내게 와
And be my lady
너무나 오랫동안 지켜봤어
말 없이 서서
안타까운 가슴을 숨기며
친구로 Your friend
친구로 지내야 한단 이유로
목까지 차올랐던
그 고백을 참아야했어
하지만 이제는 고백할게
너를 사랑해",발라드,2009.03.19
445,서인국,부른다,"떠나는 너의 뒤로
무거운 그림자 위로
마지막 니 이름을 불러
슬퍼도 울진 않아
눈물로 보내진 않아
네 이름을 계속 난 불러
그 이름이 노래가 되도록
널 붙잡을 수 있게
목이 터질 때까지 갈라져 쉴 때까지
부른다 너의 노래 슬픈 그 노래
눈물보다 슬프게 외침보다 더 크게
부른다 너의 이름 슬픈 그 이름
돌아와줘
oh oh oh oh oh oh oh oh oh oh 제발
혼자서 아프겠다고
끝까지 넌 웃으라고
보내는 내 다짐을 전해
하나만 기억하라고
영원히 기다린다고
네 이름을 계속 난 불러
그 이름이 노래가 되도록
널 붙잡을 수 있게
목이 터질 때까지 갈라져 쉴 때까지
부른다 너의 노래 슬픈 그 노래
눈물보다 슬프게 외침보다 더 크게
부른다 너의 이름 슬픈 그 이름
돌아와줘
아무리 외쳐도 너는 점점 멀어져 가고
돌아와줘
대답이 없어도 너를 부르겠다 했지만
어디까지 간거니 어디까지 갈거니
눈물이 흘러 목을 막는다
목이 터질 때까지 갈라져 쉴 때까지
부른다 너의 노래 슬픈 그 노래
눈물보다 슬프게 외침보다 더 크게
부른다 너의 이름 슬픈 그 이름
돌아와줘
oh oh oh oh oh oh oh oh oh oh 제발",발라드,2009.10.27
446,럼블피쉬,비와 당신 (영화 '라디오스타' 삽입곡),"이젠 당신이 그립지 않죠
보고 싶은 마음도 없죠
사랑한 것도 잊혀가네요
조용하게
알 수 없는 건 그런 내 맘이
비가 오면 눈물이 나요
아주 오래전
당신 떠나던 그날 처럼
이젠 괜찮은데
사랑따윈 저버렸는데
바보같은 난 눈물이 날까
아련해지는 빛바랜 추억
그 얼마나 사무친건지
미운 당신을
아직도 나는 그리워하네
이젠 괜찮은데
사랑 따윈 저버렸는데
바보같은 난 눈물이 날까
다신 안올텐데
잊지 못한 내가 싫은데
언제까지 내 맘은 아플까
이젠 괜찮은데
사랑따윈 저버렸는데
바보같은 나 눈물이 날까",록/메탈,2008.11.20
447,임창정,오랜만이야,"참 오랜만이란 말로
웃으며 인사 하는 너
처음 널 만날 때처럼
내 가슴이 철없이 또 뛰어
꼭 행복 하라는 말로
울면서 보내줬는데
그 말이 무색 할 만큼
너 왜 이렇게 많이 야위었어
무슨 일 있었던 거니
세상을 다 줄 것 같은 그 사람과
오래오래 잘 사는게 행복 하는게
그렇게 힘이 들었니
붙잡을걸 그랬나봐
내가 더 사랑한다 말할걸
가진게 너무 없어 줄게 너무 없어
안되는 줄 알았어
기다릴걸 그랬나봐
네가 돌아올 줄 알았다면
혼자가 아닌 나라 널 잡을 수 없어
바보 같지만 미안해
나 다시 널 보낼게
좀 일찍오지 그랬어
너땜에 힘들었는데
죽을 것 같았던 나를
그녀가 겨우 구해줬는데
나 왜 이렇게 못됐니
네 작은 어깨를 꼭 안고 싶어져
자꾸만 후회 되는게 미치겠는게
아프게 너를 또 원해
붙잡을걸 그랬나봐
내가 더 사랑한다 말할걸
가진게 너무 없어 줄게 너무 없어
안되는 줄 알았어
기다릴껄 그랬나봐
네가 돌아올 줄 알았다면
혼자가 아닌 나라 널 잡을 수 없어
바보 같지만 미안해
나 다시 널 보낼게

몰라볼걸 그랬나봐
널 닮은 사람이지 그랬어
내 앞에 있는 너를 애써웃는 너를
안아줄 수도 없는데
스쳐갈걸 그랬나봐
고갤 돌리지 말걸 그랬어
멀어져가는 너를 난 잡을수 없어
다시 한번 더 부탁해
나 보다 더 행복해",발라드,2009.03.10
448,FTISLAND (FT아일랜드),바래,"하루가 지나고 한달이 지나도
너에게 연락은 오지를 않았어
눈물이 흘러 가슴이 아파
아니야 잠시뿐야
아닐꺼야 아닐꺼야
아닐꺼야 나를 달래지만
니가 떠난 빈자리만 커져가
너를 다시봐도 넌 넌 내사랑
수백번봐도 난 난 니사랑
하늘이 맺어준 넌 내사랑
니가 잠시 길을 잃은것뿐이야
다시 태어나도 너만 바래
다시 사랑해도 너만 바래
돌아올꺼야 돌아올꺼야
니가없는 나는 없으니까
날사랑 한다해놓고
도대체 어디로 떠난거야
나를 버리고 잡은 내두손까지도
우리 약속까지도
나버리고 깨버리고 어떻게 떠나
꿈일꺼야 꿈일꺼야
꿈일꺼야 나를 속이지만
나만 혼자 남겨진게 서러워
너를 다시봐도 넌 넌 내사랑
수백번봐도 난 난 니사랑
하늘이 맺어준 넌 내사랑
니가 잠시 길을 잃은것뿐이야
다시 태어나도 너만 바래
다시 사랑해도 너만 바래
돌아올꺼야 돌아올꺼야
니가없는 나는 없으니까
이 모든게 악몽일꺼라
나 생각했어
제발 이꿈에서 깨기만 바래
오늘이지나고 내일 눈을뜨면
모든게 현실이 아닌
꿈이길 바래 oh
모든게 현실보다도
미워했던 꿈이였길
나는바래 널바래
아직도 너를 원해
다시 돌아봐도 넌 넌 내사랑
수천번봐도 난 난 니사랑
하늘이 허락한 넌 내사랑
우린 잠시 멀어졌던것 뿐이야
다른 여잘봐도 너만바래
다른 사랑해도 너만바래
돌아올꺼야 돌아올꺼야
내가없는 너는 없으니까
난 매일밤 기도해
내 행복아닌 불행을 위해
넌 내가아닌 다른사랑 못하게
난 너아니면 안돼
내심장이 널 말해
나는 변함없어
다시 태어나도 너만바래
다시 태어나도 너만바래
다시 사랑해도 너만바래
돌아올꺼야 돌아올꺼야
니가없는 나는 없으니까",록/메탈,2009.07.16
449,케이윌,러브119 (Feat. MC몽),"내 심장이 내 사랑이
멈출 것 같아도
나 지금 아파 열이나
숨도 못 쉬어
멍든 가슴은 니 이름만 외쳐
I Can't Believe That It's Over
너라는 여자 남에게는 못 줘
내 사랑은 단 하루도 못 쉬어
내 가슴은 너 없이는 못 뛰어
너 없이는 뭘 할 수 있겠어
I Can't Believe that it's over
I can't never let you go
That you why you
got to know
지쳐 쓰러질 때까지 나
사랑을 원하고
이젠 제발 날 사랑해줘
하나뿐인 Girl Friend
Let's begin
다시 시작해 Till the end
사랑해 세월이 지나도
널 사랑해 세상이 변한대도
다른 누구도 널 대신 할 수 없어
너도 알고 있잖아
내 사랑은 단 하루도 못 쉬어
너 없이 난 한 순간도 못살아
니가 있어야만 난 숨을 쉬어
영원히 언제까지나 사랑해
Please 내 사랑은 Emergency
돌아와 Give me one more
chance to me
우린 떼어낼 수 없는 Man to be
Please 내 사랑은 Emergency
돌아와 Give me one more
chance to me
우린 떼어낼 수 없는 Man to be
제발 나만 선택해 Make it Hot
우리 사랑이 불타 버리게
너를 못 보는 것보다
차라리 담배를 끊는 게 편해
이젠 제발 날 사랑해줘
하나뿐인 Girl Friend
Let's begin
다시 시작해 Till the end
널 사랑해 세월이 지나도
널 사랑해 세상이 변한대도
다른 누구도 널 대신 할 수 없어
너도 알고 있잖아
내 사랑은 단 하루도 못 쉬어
너 없이 난 한 순간도 못살아
니가 있어야만 난 숨을 쉬어
영원히 언제까지나 사랑해
심장이 멈출 것 같아도
심장이 멈출 것 같아도
내 사랑 너와 나 이대로
내 사랑 너와 나 이대로
고마워 날 사랑해 줘서
고마워 날 웃게 해줘서
내 심장이 내 사랑이
멈출 것 같아도
나의 눈이 아닌 내
가슴으로 하는 말
언제까지나 널 사랑해
십 년이 지나도
그대 밤을 비추는 저 별처럼
다시 한번 태어나더라도
그렇게 난 그대만을 사랑해
Back Back I want it back
힘이 될 사랑을 지켜줘
You you you got to know
너만을 위해 I need your Love
Back Back I want it back
힘이 될 사랑을 지켜줘
You you you got to know
너만을 위해 I need your Love
사랑해",발라드,2008.12.02
450,나비 (Navi),마음이 다쳐서 (Feat. Crown J),"아무말도 없이 날 바라보는게
뭔가 이상해서 두귀를 막았어
내눈에 보이는 너의 입모양이
헤어지자는 말인것 같아서
어느새 또 눈물이
내 발등을 적시고
너무 창피해서 고개를 숙였어
오 제발 이러지 말라고
날 떠나지 말라고
오늘 처음으로
니 앞에서 울었어
아마 준비해야 될걸
that goodbye kiss
우린 끝 e n d baby like this
길을 좀 비켜줄래
excuse me miss
우리 이제 헤어지자
no mo' business
no mo' whips and no mo' ices
난 다시 갈래
back to my peops
back to the streets
Cause 여자 with 2 faces
just can't do it girl
Yes 그냥 가
마음이 다쳐서
숨도 못 쉬겠어
심장에 번져서
죽을만큼 아파 계속 아파
병원에 가도 내가
아픈 이유조차 찾지 못했어
마음이 다쳐서
문득 거울을 봤어
거울 속에 비친 내 모습 보면서
오늘 딱 하루만 울자고
널 비워낼 거라고
마지막으로 혼자 술을 마셨어
U can't get a playa back like that
난 아무 Beat에나 랩을 할 수 있지만
난 아무 여자랑은 절대 사랑 안해
여기선 넌 아무
난 내 꽃을 피우는 한 그루 나무
but you ain't ma flower
마지막 자존심
pshiii just swallow
Don't follow
Don't call me 2morrow
우린 남 over
마음이 다쳐서
숨도 못 쉬겠어
심장에 번져서
죽을만큼 아파 계속 아파
병원에 가도 내가
아픈 이유조차 찾지 못했어
내 몸이 다치면
아물긴 할텐데
마음을 다쳐서
눈물병이 걸려 낫질 않아
밥을 먹어도 이제
밥인지 눈물인지 모를만큼
마음이 다쳐서
너의 입모양이
헤어지잔말은 아니길 바랬어
오 제발 이러지 말라고
날 떠나지 말라고
오늘 처음으로
니 앞에서 울었어",발라드,2009.04.07
451,린,사랑..다 거짓말,"우리가 함께 걷던 길에
너무도 다정했던 그대가
아직 그대로 미소 지으며
서 있을 것만 같아요
둘이 발맞춰 걷던 길 위엔
어느 새 내 쓸쓸한 걸음만 혼자
비처럼 내리는 눈물을 맞고 있죠
이제 우린 끝인가요
사랑 도대체 그게 뭔데 이렇게
죽을 것처럼 맘이 아픈데
왜 날 울리는데
행복했었는데 그랬는데
나를 참 사랑해줬었는데
우리가 왜 헤어져야해
다 거짓말 다 거짓말
영원하단 말은 모두 거짓말

아직은 다른 사람 만나
우리가 사랑했던 것처럼
웃고 떠들고 안아주고 또
입맞춤 하지 말아요
내 모든 걸 다 예뻐해주고
사람들에게 내 자랑을 해주던
이제부터 그대 내 사람 아니라고
벌써 그러면 안돼요
사람 사는 일이 다 그런거라고
이별 할 때마다 수백 번도
더 했던 말버릇
이제는 위로도 되질 않죠 오
나를 참 사랑해줬었는데
우리가 왜 헤어져야해
다 거짓말 다 거짓말
영원하단말은 모두 거짓말
바보같은 나는 또 이렇게
매번 아파하면서
그래도 또 사랑을 슬픈 이별을
반복 하게 되겠죠
아프지 않게 사랑 믿지 않을래요
다시는 혼자가 두렵지 않게
그대 왜 날
사랑 도대체 그게 뭔데 이렇게
죽을 것처럼 맘이 아픈데
왜 날 울리는데
행복했었는데 그랬는데
우리 사랑했던 그 때 부터
그대 떠나던 순간까지
다 잊을래 다 잊을래
처음부터 그냥 없던 것처럼",발라드,2009.01.13
452,SS501,내 머리가 나빠서,"내 머리는 너무나 나빠서
너 하나밖에 난 모르고
다른 사람을 보고있는 넌
이런 내 마음도 모르겠지
너의 하루에 나란 없겠지
또 추억조차 없겠지만
너만 바라만 보고있는 난
자꾸 눈물이 흐르고있어
너의 뒷 모습을
보는것도 난 행복이야
아직 나의 마음을 몰라도
끝내 스치듯이 가도
니가 너무 보고싶은 날엔
너무 견디기 힘든 날에는
너를 사랑한다 입가에 맴돌아
혼자 다시 또 crying for you
혼자 다시 또 missing for you
Baby I love you
I'm waiting for you
너의 하루에 난 없겠지
또 기억조차 없겠지만
너만 바라만 보고있는 나
혼자 추억을 만들고 있어
내겐 사랑이란 아름다운 상처같아
너의 예쁜 미소를 보아도
함께 난 웃지도 못해
니가 너무 생각나는 날엔
가슴 시리고 슬픈 날에는
니가 보고싶다 입가에 맴돌아
혼자 다시 또 crying for you
혼자 다시 또 missing for you
Baby I love you
I'm waiting for you

Bye bye never say good bye
이렇게 잡지 못하지만
I need you
아무 말도 못해 I want you
바래도 다시 바래도
니가 너무 보고싶은 날엔
너무 견디기 힘든 날에는
너를 사랑한다 입가에 맴돌아
혼자 다시 또 crying for you
니가 너무 생각나는 날엔
가슴 시리고 슬픈 날에는
니가 보고싶다 입가에 맴돌아
혼자 다시 또 crying for you
혼자 다시 또 missing for you
Baby I love you
I'm waiting for you","발라드, 국내드라마",2009.01.08
453,지아,터질 것 같아,"왜 몰랐을까
항상 나를 위했던
천사처럼 착했던 널
왜 몰랐을까
까다로웠던 나를
말없이 다 받아준 널
헤어지잔 말
진심이 아니었는데
뒤늦은 후회가 슬퍼
고마운 줄 모르고
너를 실망시켰던
지난날의 내가 미워
내 철없음을 용서해
난 사랑을 잘 몰랐어
널 잊으라고 하지마
못난 심장이 매일 울어
너 돌아오면 안 되니
너 없으니까 죽을 것 같아
이젠 알겠어
내겐 너무 소중한 너야
덜컥 겁이나
이대로 널 잃을까봐
두려워 조바심이 나
받지 않는 전화를
수십 번도 더 걸어
내가 정말 미쳤나봐
내 철없음을 용서해
난 사랑을 잘 몰랐어
널 잊으라고 하지마
못난 심장이 매일 울어
너 돌아오면 안 되니
너 없으니까 죽을 것 같아
이젠 알겠어
내겐 너무 소중한 너야

널 기다리고 있을게
그 자리에 서 있을게
널 힘들게 해 미안해
내 잘못들도 모두 잊어
나 정말 많이 울었어
멍든 가슴이 터질 것 같아
제발 돌아와
우리 다신 헤어지지마
너 없으니까
못 보니까 죽을 것 같아",발라드,2009.04.02
454,가비엔제이,연애소설,"자꾸 너만 바라보게 되잖아
너의 곁에 다른 사람있는데
언제나 두 눈 속에 너만
내 맘 속에 너만 또 가득찬걸
가끔 스치듯이 웃어줄 때면
하루종일 그 미소만 생각나
알겠니 너의 그녀가 나였으면
내사랑이 꼭 너였으면
사랑하고 싶어 너를 갖고 싶어
밤새 준비했던 말 한마디 못했지만
내겐 너뿐이야 날 울리는 사람
나를 설레게한 단 한사람
아파도 좋은걸 가질순 없어도
너의 뒤에서 난 너만 간직하며 살게
그래도 괜찮아 널 사랑해서
널 볼수만 있다면

너의 그녀 어디가 그리 좋아
그녈 보고 늘 웃고 있는건지
나 역시 어쩔수 없는 여잔가봐
그녀가 너무 부럽잖아
사랑하고 싶어 너를 갖고 싶어
밤새 준비했던 말 한마디 못했지만
내겐 너뿐이야 날 울리는 사람
나를 설레게한 단 한사람
아파도 좋은걸 가질순 없어도
너의 뒤에서 난 너만 간직하며 살게
그래도 괜찮아 널 사랑해서
널 볼수만 있다면
다짐해도 내눈은 너만 향하는데
내 맘이 미쳤나봐 너만을 찾나봐
정말 사랑해선 안되는데
너란 말야 오직 너란 말야
바라고 또 바래 아무 소용 없겠지만
이젠 돌아갈래 너를 놓아줄게
너무 사랑스런 그녀잖아
아파도 좋은걸 가질순 없어도
너의 뒤에서 난 너만 간직하며 살게
고마워 내 사랑은 아니라도
널 볼수가 있어서",발라드,2009.01.05
