,가수,곡명,가사,장르,발매일
133,김정민,마지막 약속,"이별은 이미 알고있어
제발 날 위해 애써 웃음 보이려 하지마
이런 너의 슬픈 미소
나의 마음을 더욱 더 아프게 만해
언젠간 너를 만날 수 있겠지
기억해줘 마지막 약속을
하지만 내 사랑은 너 뿐이야
죽는날 까지 내게 함께 있는 사랑을
내게 돌아와 영원히 함께 하자던
마지막 약속 이젠 내가 지켜줄수 있게
내게 돌아와 다시 널 볼수 있게
영원히 슬픈 미소 까지도 사랑해
- 간 주 중 -
언제간 너를 만날 수 있겠지
기억해죠 마지막 약속을
하지만 내 사랑은 너 뿐이야 죽는날 까지
내게 함께 있는 사랑을
내게 돌아와 영원히 함께 하자던
마지막 약속 이젠 내가 지켜줄 수 있게
내게 돌아와 다시 널 볼수있게
영원히 슬픈 미소 까지도
나에겐 이별의 시간 마져도
너를 만날수 있을꺼야
내게 돌아와 영원히 함께 하자던
마지막 약속 이젠 내가 지켜줄 수 있게
내게 돌아와 다시 널 볼수있게
영원히 슬픈 미소 까지도 사랑해",발라드,1995.11.01
134,강수지,필요한 건 시간일뿐,"날 그냥 내버려둬
변명따윈 필요없어
어차피 사랑이란
언젠가는 혼자만에 것인걸
익숙해지기까지
필요한건 시간일뿐
무책임한 눈물로
나를 더 힘들게 하지마

우습지 않니 너무
지금 우리 위로해야 하는 건
내가 아냐 버려진 건
바로 나인데
어울리지도 않는 한숨으로
달아나려 하지마
헤어짐을 선택한 건
바로 너인데
잡아주길 원하는 건 아니잖아

갑작스런 이별을 참아내려
웃고 있을뿐
널 용서한 건 아냐
내게 너무 많은 걸 바라지마
언젠가 기억속에
너도 나를 사랑했다면
이대로 내버려둬
내가 널 미워할 수 있게

어울리지도 않는 한숨으로
달아나려 하지마
헤어짐을 선택한 건
바로 너인데
우습지 않니 너무
지금 우리 위로해야 하는 건
내가 아냐
버려진 건 바로 나인데
잡아주길 원하는 건 아니잖아

갑작스런 이별을 참아내려
웃고 있을 뿐
널 용서한 건 아냐
내게 너무 많은 걸 바라지 마
언젠가 기억속에
너도 나를 사랑했다면
이대로 내버려 둬
내가 널 미워할 수 있게
난 그냥 내버려 둬
변명따위 필요없으니
어차피 사랑이란
언젠가는 혼자만의 것인걸
익숙해지기까지 필요한 건
시간일뿐야
무책임한 눈물로
나를 더 힘들게 하지마",발라드,1995.11
135,R.ef,찬란한 사랑 (상심II),"너에게 아무런 도움이 되지 못했어
내가 내 불행마저 감당할 수 없는데
그냥 너를 좋아한 시작부터가 잘못이었다고
후회하고 있을 뿐이야
그래서 떠나는거야
잠시 먼 여행을 떠나

너에게 돌아오고 싶은
내 의지마저 억누르면서
그냥 널 잊어보는거야
한참 후 네가 날 잊을때 쯤에
난 너의 등뒤에 편지를 쓰겠지
부칠수도 읽을수도 없는 눈물로쓴 편지들을
먼 훗날 내 죽음 같은 사랑을 느꼈을 때
내이름을 불러줘
얼마 살지 못할 내 기억의
생명을 다시 살릴 수 있게

수북한 나의 그리움들
담을 수 없게 된 작은
마음을 탓하지마라
날 떠날 수 밖에 없는
내 마음을 날 보내주겠니
너 하나만으로 아름다웠던
수 많은 기억속으로 가서
날 찾아와도 널 껴안아
줄 수 없어 난 힘이 없어

슬픔보다도 더 깊은 추억이 있어
너에게 다시 만날 약속이 없어도
언제나 눈물은 짓지마
한번 더(한번 더) 사랑이란
쓴약에 빠져들잖아
하지만 하고 싶다면
다 이룰 수 없는 사랑에
너는 쓰러지지 않도록
찬란한 사랑에 눈이 멀어야 하지

멀 그렇게 생각하는 거니
나의 불행마저 사랑할 수 있다는 것은
나의 짐이 무거워 지는거야
생각해봐 추억은 길들여진 환상일 뿐
현실 속에 나를 이해하고 이젠
멀리멀리 떠나 줘(멀리 떠나줘)

슬픔보다도 더 깊은 추억이 있어
너에게 다시 만날 약속이 없어도
언제나 눈물은 짓지마
한번 더(한번 더)
사랑이란 쓴약에 빠져들잖아
하지만 하고 싶다면
다 이룰 수 없는 사랑에
너는 쓰러지지 않도록
찬란한 사랑에 눈이 멀어야 하지
너는 쓰러지지 않도록
찬란한 사랑에 눈이 멀어야 하지

 ",댄스,1996.04
136,윤상,배반,"아주 먼 곳인 줄 알았지
손에 잡히지 않는
너는 지쳐 있는 듯
내 노래를 외면하고
다신 못 만날 줄 알았어
빗나간 오해 속에 갇혀
끝도 없는 한숨의 시간을
챗바퀴 돌듯 그 자리에
누가 이토록 우리를 멀어지게 한거야
끝내 잊어버릴 수 없는
빛바랜 너의 기억들만을
마치 조롱하듯 남겨둔 채
언제 이토록 서로를 미워하게 된거야
끝내 지워버릴 수 없는
뛰는 가슴에 희미한 아픔이
바로 그날처럼
더 새로울 뿐인데

처음부터 내겐 없었지
높이 오를 수 있는 날개
진실이란 언제나 그렇듯
깊은 상처를 비웃을 뿐
누가 이토록 우리를 멀어지게 한거야
끝내 잊어버릴 수 없는
빛바랜 너의 기억들만을
마치 조롱하듯 남겨둔 채
언제 이토록 서로를 미워하게 된거야
끝내 지워버릴 수 없는
뛰는 가슴에 희미한 아픔이
바로 그날처럼
더 새로울 뿐인데",발라드,2000.06.01
137,일기예보,좋아 좋아,"처음 널 만나는 날
노란 세 송이 장미를 들고
룰루랄라 신촌을 향하는 내
가슴은 마냥 두근두근
생머리 휘날리며
나를 향해 손을 흔드는 너
머리에서 발 끝까지 나를
사로잡네 이야에로
니가 좋아 너무 좋아
내 모든걸 주고싶어
너에게 만은 내 마음
난 꾸미고 싶지않아
언제까지 언제까지
너와 함께 너와 함께
있을거야 예
룰루랄라 신촌을 누비는
내마음은 마냥 이야에로
여보세요 나의 천사
어떻게 내마음을 훔쳤나요 오
괜찮아요 나의 천사 가져간
내마음을 고이 간직해줘요
니가 좋아 너무 좋아
내 모든걸 주고싶어
너에게만은 내마음 난 꾸미고
싶지 않아
언제까지 언제까지
너와 함께 너와 함께 있을거야 예
니가 좋아 너무 좋아
내 모든걸 주고싶어
너에게만은 내마음 난 꾸미고
싶지 않아
니가 좋아 너무 좋아 내모든걸
주고싶어
니가 좋아 너무 좋아 내모든걸
주고싶어
니가 좋아",록/메탈,1996.05
138,아이돌,Bow Wow,"TV보기 전자 오락하기
미성년자는 못보는 영화보기
어른 손잡고 어딜갈거야
넌 해 커버린 나는 싫어
제발 원하는 대로
나가려고 했었던 그런
어디쯤에도 오지마라
경고는 하지마
이런말 안들었으면 그만해
궁금해 이세상 모든것들이
다 반대가 된다면
난 작은 어른이 되어서
얘기할거야
BOW WOW 하고싶은 것들
모두 네 마음대로야
넌 자유란 이름으로 살아도 돼
얼마나 좋을까 왜 이런말
하지 않을까
내 이런 바램은 다 꿈인걸
궁금해 이세상 모든것들이
다 반대가 된다면
난 작은 어른이 되어서
얘기할거야
BOW WOW 하고싶은 것들
모두 네 마음대로야
넌 자유란 이름으로 살아도 돼
얼마나 좋을까 왜 이런말
하지 않을까
내 이런 바램은 다 꿈인걸
BOW WOW 하고싶은 것들
모두 네 마음대로야
넌 자유란 이름으로 살아도 돼
얼마나 좋을까 왜 이런말
하지 않을까
내 이런 바램은 다 꿈인걸",댄스,1996.02
139,김현철,왜 그래,"왜 그래 무슨일 있었어
너의 얼굴이 말이 아냐 말해봐
왜 그래 나쁜일 인거야
나랑 눈도 맞추질 못해 지금넌
도대체 왜 아무런
말도 없는거야
미안해서 못하는거야
하기싫어 안하는거야
도대체 왜 아무런
말도 없는거야
내가 알면 안되는거야
이제 할말도 없는거야
왜 그래 그렇게 어려워
뭘 좀 먹으러 갈까
일단 나갈까
왜 그래 뭘하자는 거야
참는데도 한계가 있어 알겠니
도대체 왜 아무런
말도 없는거야
미안해서 못하는거야
하기싫어 안하는거야
도대체 왜 아무런
말도 없는거야
내가 알면 안되는거야
이젠 할말도 없는거야
도대체 왜 아무런
말도 없는거야
미안해서 못하는거야
하기싫어 안하는거야
도대체 왜 아무런
말도 없는거야
내가 알면 안되는거야
이젠 할말도 없는거야
도대체 왜 아무런
말도 없는거야
미안해서 못하는거야
하기싫어 안하는거야",발라드,1995.11.01
140,신성우,슬픔이 올때,"어디엔가 네가 내 옆에
아직 머물러 있는 착각 속에
언제부턴가 네가 잠이든
차가운 동산 위에 서 있었지
내게 슬픔이 머물면
너는 항상 나즈막한 몸짓으로
날 일으켜 세워 준
소중한 내 친구여
너는 없고 내게 남겨진
삶의 무게들이 힘에 겨워
지친채로 때론 네 곁에
가고 싶어 한 적도 있었지만
너무 걱정은 하지마
그저 잠시 쉬어 가려 할 뿐이야
난 결코 널 위해서
쓰러지진 않을 테니

먼저 떠나간 저 세상 속에서
네가 날 보며 슬퍼하지 않도록
네 몫의 꿈까지
영원히 지키고 있을게
예예예에
네가 두고간 이 세상 끝에서
숨소릴 거두며
내게 말한 그 약속들을
널 보는 그날에 기쁨의 미소로
건넬 수 있도록

예예예에
먼저 떠나간 저 세상 속에서
네가 날 보며 슬퍼하지 않도록
네 몫의 꿈까지
영원히 지키고 있을게
예예예에
네가 두고간 이 세상 끝에서
숨소릴 거두며
내게 말한 그 약속들을
널 보는 그날에 기쁨의 미소로
건넬 수 있도록",록/메탈,1996.04.01
141,베이시스,작별의식,"저 문을 닫아 줘 빛은 필요치 않아 어두워야해 내가 나조차 못 보게
웃는 네 사진 볼 수 없도록 모든 네 흔적 태울 수 있게 얼룩졌던 일기마저 한 장씩 태우고 난 다시 웃으려 남김없이 눈물 흘려 담기 위해 남김없이 버리고 있어 난
혼자 있어도 행복 하고픈 거야 너 있는 세상을 다시 한번 눈부시게 살고 싶어서",발라드,1996.08
142,언타이틀,책임져,"책임져 전부다 책임져
정말 말도 안되게 됐어
이렇게 될줄은 누구도 몰랐어
패인이 되버린 날
책책책책 책임져
너 혼자 행복하면 슬퍼저
아무것도 난 할수가 없어
제발 내 인생을 책임져

우연히 널 만났고
너를 사랑하게 됐지
하루하루 시간이
가는 줄도 몰랐었지
하지만 실증이 났니
아니면 내가 잘못을 했니
갑자기 날 떠나갔고
나는 패인이 되 버렸어
이렇게 망친 내 인생 책임져
날 떠난 후 너는 행복하니 난
그렇지 않아 내 인생 책임져
너 하나 때문에 아무것도
할 수 없게 됐어 난

처음으로 알게된
너의 큰사랑 속에서
데이트 또 데이트
매일 너만 생각햇지
하지만 실증이 났니
아니면 내가 잘못을 했니
갑자기 날 떠나갔고
나는 패인이 되 버렸어
이렇게 망친 내 인생 책임져
날 떠난 후 너는 행복하니 난
그렇지 않아 내 인생 책임져
너 하나 때문에 아무것도
할 수 없게 됐어 난

하지만 실증이 났니
아니면 내가 잘못을 했니
갑자기 날 떠나갔고
나는 패인이 되 버렸어
이렇게 망친 내 인생 책임져
날 떠난 후 너는 행복하니 난
그렇지 않아 내 인생 책임져
너 하나 때문에 아무것도
할 수 없게 됐어 난
내 인생 책임져
날 떠난 후 너는 행복하니 난
그렇지 않아 내 인생책임져
너 하나 때문에 아무것도
할 수 없게 됐어 난",댄스,1996.09.01
143,권진원,살다보면,"살다보면
괜시리 외로운 날
너무도 많아
나도 한번 꿈같은 사랑
해봤으면 좋겠네

살다보면
하루하루 힘든 일이
너무도 많아
가끔 어디 혼자서 훌쩍
떠났으면 좋겠네

수많은 근심 걱정
멀리 던져 버리고
언제나 자유롭게
아름답게 그렇게

내일은 오늘보다
나으리란 꿈으로 살지만
오늘도 맘껏 행복했으면
그랬으면 좋겠네

살다보면
괜시리 외로운 날
너무도 많아
나도 한번 꿈같은 사랑
해봤으면 좋겠네

살다보면
하루하루 힘든 일이
너무도 많아
가끔 어디 혼자서 훌쩍
떠났으면 좋겠네

수많은 근심 걱정
멀리 던져 버리고
언제나 자유롭게
아름답게 그렇게

내일은 오늘보다
나으리란 꿈으로 살지만
오늘도 맘껏 행복했으면
그랬으면 좋겠네
그랬으면 좋겠네
그랬으면 좋겠네",포크/블루스,1996
144,H.O.T.,전사의 후예 (폭력시대),"아 니가 니가 니가 뭔데
도대체 나를 때려
왜 그래 니가 뭔데
힘이 없는 자의
목을 조르는 너를
나는 이제 벗어나고 싶어
싶어 싶어
그들은 날 짓밟았어
하나 남은 꿈도 빼앗아갔어
그들은 날 짓밟았어
하나 남은 꿈도 다 가져갔어
Say ya 아침까지
고개 들지 못했지
맞은 흔적들 들켜 버릴까봐
어제 학교에는 갔다왔냐
아무일도 없이 왔냐
어쩌면 나를 찾고 있을
검은 구름 앞에
낱낱이 일러 일러봤자
안 돼 안 되리 안 돼
아무것도 내겐 도움이 안 돼
시계추처럼 매일
같은 곳에 같은 시간
틀림없이 난 있겠지 그래
있겠지 거기 있겠지만
나 갇혀 버린 건
내 원한 바가 아니오
절대적인 힘 절대 지배함
내 의견은 또 물거품
팍팍해 모두 팍팍해
내 인생은 정말로 팍팍해
4 3 2 1 And 1 변해갔어
니 친구였던 나를
죄의식 없이 구타하고는 했어
난 너의 밥이 되고 말았지
난 말이요 널 말이요
잊어 버릴 수 없으리요 왜 살리요
너 때문에 내 인생은 구겨져가
너를 두고두고 지켜보려 해
Say ya
그들은 나를 짓밟았어
하나 남은 꿈도 빼앗아갔어
너는 너는 끝내 나의 적이 됐고
이제 나는 너를 포기했어
그들은 나를 짓밟았어
하나 남은 꿈도 다 가져갔어
길을 찾아 봤어 아무데도 없어
이제 내가 나를 벌하겠어
와 와 머저리 같던
유별나게 바보처럼 두드려 맞던
모든 것을 잃고서 방황했으니
난 이제 퍽 하는 소리와
쇳소리와 숨소리와
이미 님이 내곁에서
떠나가 버린 맘도 아팠어
친구를 잃어버린 나의
맘도 아팠어
Dummer Dummer Dummer
Dummer Dum Dum
Here we go here we go
it's time to stop
MMM the violence hate
and all the mess
it's about time somebody
should stand for
what is right that is right
Bang bang bang
What comes down beat a
what comes down
Do you body ready for the
beat again
Everybody what's up
are you people ready for it
This is the message from HOT
Yeah Yeah Yeah Yeah
이제 갖고 싶어
미래 꿈꿔왔던 나의 모든 미래
다시 뒤로 돌릴수 있다고 믿어
아 믿어 나는 너의 양심을 믿어
Someone Someone Can gonna
Someone Can
That I know it That I know it
That I know it Can Can that
I know it
Someone Someone
Someone Someone
Someone Can
Someone Can Someone
Can Someone Can Can Can Can
하지만 나 알아 나 이제
인생은 선착순으로
매겨진다는 것
아 이제 나는 너로 인해
모든 것을 포기한다
그들은 나를 짓밟았어
하나 남은 꿈도 빼앗아 갔어
너는 너는 끝내 나의 적이 됐고
이제 나는 너를 포기했어
그들은 나를 짓밟았어
하나 남은 꿈도 다 가져 갔어
길을 찾아 봤어 아무데도 없어
이제 내가 나를 벌하겠어",댄스,1996.09
145,이승철,너의 곁으로,"자고 나면 또 다른 세상
눈을뜨면 꿈 같은 세상

누군가 옆에 있었지 아무말 없이
그게 너라고 믿어지진 않지만
차가운 네 입술을 굳게 다문채
내게 이별을 말하네
이제야 너의 맘을 알겠어
사랑한다면 어떤 조건도 필요치 않아
따스했던 너의눈빛은 어떤 말보다
더욱 진실한 사랑이었다는걸
자고 나면 또 다른 세상
그어디서 널 찾을수 있을까
눈을 뜨면 꿈 같은 세상
내영혼은 너의 곁으로
언제나 함께 했었지 어떤 고통도
우린 영원히 함께 할거라 믿었지
세상이 우릴 서로 갈라놓지만
우리의 끝은 아니야
이제야 너의 맘을 알겠어
사랑한다면 어떤 조건도 필요치 않아
따스했던 너의 눈빛은 어떤 말보다
더욱 진실한 사랑이었다는걸
자고 나면 또 다른 세상
그 어디서 널 찾을수 있을까
눈을 뜨면 꿈 같은 세상
내 영혼은 너의 곁으로
워~니가 다음 세상 어디에 있어도 찾을거야
워~다시 시작이야 내영혼은 너의 곁으로
자고나면 또 다른세상
그 어디서 널 찾을수 있을까
눈을뜨면 꿈 같은 세상
내 영혼은 너의 곁으로","발라드, 국내영화",2005.12.20
146,김원준,Show,"show끝은 없는거야
지금 순간만 있는거야
난 주인공인거야
세상이라는 무대위에
show 룰은 없는거야
내가 만들어가는 거야
난 할 수 있을 거야 언제까지나
내 주위를 스쳐간
그 누군가 말했지
우리네 화려한 인생은
일막의 쑈와 같다고
커튼이 내려진 텅 빈무대 뒤켠에
오늘도 또 하루를 사는 내가 있는거야
날 지켜봐줘 넌 모르는
멋진 내 모습을
늘 가려졌던거야
이젠 너에게 보여줄께
show 끝은 없는거야
지금 순간만 있는거야
난 주인공인거야
세상이라는 무대위에
show 룰은 없는거야
내가 만들어 가는거야
난 할 수 있을 거야
언제까지나 너와 함께
늘 기울여져
너를 위해 부르던 노래는
늘 묻혀왔던거야
이제 너에게 들려줄께
show 끝은 없는거야
지금 순간만 있는거야
난 주인공인거야
세상이라는 무대위에
show 룰은 없는거야
내가 만들어 가는거야
난 할 수 있을 거야
언제까지나 영원히
show 끝은 없는거야
지금 순간만 있는거야
난 주인공인거야
세상이라는 무대위에
show 룰은 없는거야
내가 만들어 가는거야
난 할 수 있을 거야
언제까지나 너와 함께",댄스,1996.08.20
147,김종환,존재의 이유 1,"언젠가는 너와 함께 하겠지
지금은 헤어져 있어도
네가 보고 싶어도
참고 있을뿐이지
언젠간 다시 만날테니까
그리 오래 헤어지진 않아
너에게 나는 돌아갈거야
모든걸 포기하고
네게 가고싶지만
조금만 참고 기다려줘
알 수 없는
또 다른 나의 미래가
나를 더욱 더 힘들게 하지만
니가 있다는 것이
나를 존재하게해
니가 있어 나는
살 수 있는거야
조금만 더 기다려
네게 달려갈테니
그때까지 기다릴수 있겠니
그래 다시 시작하는거야
조금 늦는다고
바뀌는건 없겠지
남자란 때론 그 무엇을 위해서
모든것을 버릴때도 있는거야
넌 이해 할 수 있겠지
정말 미안해 널 힘들게해서
하지만 너무 슬퍼는 하지마
너의곁엔 항상 내가 있을테니까
우리의 미래를 위해
슬퍼도 조금만 참아줘
내가 이렇게
살아 갈 수 있는 이유는
니가 있기 때문이야
널 사랑해
저녁 늦게 나는 잠이 들었지
너를 생각할 시간도 없이
너무나 피곤해서
쓰러져 잠이 들었지
난 왜 이렇게 사는거야
눈을 뜨면 또 하루가 가고
내 손엔 작은 너의 사진뿐
너를 다시 만나면
꼭 안고 놓지 않으리
헤어져 있던 시간만큼
알 수 없는
또 다른 나의 미래가
나를 더욱 더 힘들게 하지만
니가 있다는 것이
나를 존재하게해
니가 있어 나는
살 수 있는거야
조금만 더 기다려
네게 달려갈테니
그때까지 기다릴수 있겠니
조금만 더 기다려
네게 달려갈테니
그때까지 기다릴수 있겠니",성인가요/트로트,2005.04.22
148,서태지와 아이들,Good Bye,"지나간 일을 난 오늘
생각해봤지
내겐 아름다웠던
기억들만 생각나
약속되었던 헤어짐을
알면서
너는 그토록 나를 사랑해
주었건만
그런 네곁을 난 오늘
훌쩍 떠나네
마지막 작별의 시간도
못가진채
잊어버려 날 이젠
꿈결같던 시간이
영원할 듯 했지만
이제 남은건 항상 따뜻한
너와 나의 깊은 마음만
널 바라보면 이젠
눈물만 흘러내려
할말이 없어 나는
말뿐이었어
가끔씩 훌쩍 너를
떠났었건만
항상 환한 미소로
나를 맞이 했었지
다시 네곁을 난 오늘
훌쩍 떠나네
아직도 하지못한 말들을
남긴채
용서해줘 날 이젠 꿈결같던
시간이
영원할 듯 했지만
이제 남은건 항상 따뜻한
너와 나의 깊은 마음만
잊어버려 날 이젠 꿈결같던
시간이
깊은 마음만",발라드,1996.02.10
149,이정봉,어떤가요?,"어떤가요 내곁을 떠난
이후로
그대 아름다운 모습
그대로 있나요
아직까지 당신을 잊는다는게
기억 저편으로 보낸다는게
너무 힘이 드는데
하루종일 비내리는
좁은 골목길에
우리 아끼던 음악이 흐르면
잠시라도 행복하죠 그럴때면
너무 행복한 눈물이 흐르죠
가끔씩은 당신도 힘이 드나요
사람들에게서 나의
소식도 듣나요
당신곁을 지키고 있는 사람이
그댈 아프게 하지는 않나요
그럴리 없겠지만
이젠 모두 끝인가요
정말 그런가요
우리 약속했던 많은 날들은
나를 사랑 했었나요 아닌가요
이젠 당신에겐 상관 없겠죠
알고 있어요 어쩔수
없었다는걸
나만큼이나 당신도 아파
했다는걸
이젠 모두 끝인가요
정말 그런가요
우리 약속했던 많은 날들은
나를 사랑 했었나요 아닌가요
이젠 당신에겐 상관 없겠죠
듣고있나요
우습게 들릴테지만
난 변함없이 아직도 그대를",발라드,1996.08.21
150,신승훈,내 방식대로의 사랑 (House Version),"도대체 무슨말을 하고 있는건지
난 알아들을수가 없어
예전엔 너의 눈만봐도 알 수가 있었어
무슨말 하려는 건지 언제부턴지 모르지만
나를 보는 너의 눈빛이 틀려진거야
이별을 말하려는 건지 왜 그러는 건지
알수가 없었어
만약에 그대가 헤어지자면
어떻게 해야만 하는걸까
나에게 잘못이 하나 있다면
널 너무 사랑한 것 뿐인데
나의 사랑이 너에게 너무 부담이 됐다면 내게 말해줘
초라해지는 나의 모습을 더 이상은 보이기 싫어
하지만 내가 생각하는 사랑이란
이별의 반대말이 아니야
영원히 너를 사랑하는 나의 모습이야
내맘을 알아줘

만약에 그대가 헤어지자면
어떻게 해야만 하는걸까
나에게 잘못이 하나 있다면
널 너무 사랑한 것 뿐인데
나의 사랑이 너에게 너무 부담이 됐다면 내게 말해줘
초라해지는 나의 모습을 더 이상은 보이기 싫어
하지만 내가 생각하는 사랑이란
이별의 반대말이 아니야
영원히 너를 사랑하는 나의 모습이야
내맘을 알아줘
누군가 내게 말을했지
세상에는 끝없는 사랑은 없는 거라고
사랑을 시작하게 되면 어김없는 이별
그런게 사랑이라고
하지만 내가 생각하는 사랑이란
이별의 반대말이 아니야
영원히 너를 사랑하는 나의 모습이야
내맘을 알아줘",발라드,1996.05.01
151,성진우,너의 얘기를,"친구에게 들었지
오늘도 우연히 너의 얘기를
워~ 그 때마다 숨이 난 멎을것 같아
이제는 나와 먼 얘긴데
다시 헤매이겠지
한동안 잊은듯 지내왔지만
워~ 왜 이렇게 자꾸 생각이 나는지
선명해오는 지난 기억들
가끔은 너도 내 얘길 듣겠지 워~
질문없이 넌 웃어넘기려 할꺼야 워~
나와 함께 나눈 시간들이
네겐 그리움이 아니란걸 알아
하지만 내 가슴속에 남아있는 너는
움직이지 않는걸
- 간 주 중 -
다시 헤매이겠지
한동안 잊은듯 지내왔지만
워~ 왜 이렇게 자꾸 생각이 나는지
선명해오는 지난 기억들
가끔은 너도 내 얘길 듣겠지 워~
질문없이 넌 웃어넘기려 할꺼야 워
나와 함께 나눈 시간들이
네겐 그리움이 아니란걸 알아
하지만 내 가슴속에 남아있는 너는
움직이지 않는걸
친구에게 들어 너의 얘길 오늘도",댄스,1997
152,015B,콩깍지,"연인이 생기게 됐을때부터
주위를 대하는 법 달라졌지
모든일을 터놓던
부모님께 말 못할
비밀이 늘어갔고
우리 관계를 탐탁치 않게 여긴
친구에 분한 맘도 생겼지

연인보단 친구가
훨씬 중요할텐데
만나는 동안에는
눈에 뭐가 씌나봐
여자는 다 똑같애 얘길해도
내 경우는 아니야 생각했지
서로 만나기 위해
친구와 만든 약속
핑계를 대며 없앴고
걱정해 준 충고는
애써 무시했다가
뒷 소리도 들었지

연인보단 친구가
훨씬 중요할텐데
만나는 동안에는
눈에 뭐가 씌나봐
연인보단 친구가
훨씬 중요할텐데
만나는 동안에는
눈에 뭐가 씌나봐

연인보단 친구가
훨씬 중요할텐데
만나는 동안에는
눈에 뭐가 씌나봐
연인보단 친구가
훨씬 중요할텐데
만나는 동안에는
눈에 뭐가 씌나봐",발라드,1996.05.01
153,이현도,사자후(獅子喉),"조그맣게 살아 있던
내 가슴속에 불씨를
다시 크게 불태우리라
고뇌의 벽을
부셔 버리고서
다시 그댈 위해
내가 앞에 서리라
절망의 늪에서 빠져만 있기엔
나의 젊은 시간이 너무 짧다
다시 일어서는 내 의지와 함께
손잡을 사람들은 어디 누군가
더 내려갈 수 없는 절망의 끝에
떨어졌다 해도
여전히 태양은
머리위에 타오름을
이제 깨달을 그 시간이 왔다
운명을 피할 수 없다라면
그대여 그 운명에
당당하게 맞서라
소년의 여름에 찾아냈다
여기 영원히 부숴지지않는
다이아몬드
D O likes this D O likes that
D to the O D O once again
D O likes this D O likes that
D to the O with the master plan
그대를 묶고 있는
두꺼운 그 줄을 끊어
그대를 가둬 놓은
두꺼운 그 벽을 넘어
나는 그렇게 하리라
나 나는 그렇게 되리라
나 나나나 나나나 Rock on
견디어 내야 할 내 모든 괴로움
그 괴로움의 크기만큼이나
내 가슴 속에서 타오른 분노가
나에게 그 만큼 용기가 되어가
더 내려갈 수 없는 절망의 끝에
떨어졌다 해도
여전히 태양은
머리위에 타오름을
이제 깨달을 그 시간이 왔다
운명을 피할 수 없다라면
그대여 그 운명에
당당하게 맞서라
소년의 여름에 찾아냈다
여기 영원히 부숴지지않는
다이아몬드
내가 사랑하고 지켜야 할
내 가슴속의 모든건
슬픔의 모습만이 아니라는 걸
모두 깨달을 그 시간이 왔다
운명을 피할 수 없다라면
그대여 그 운명에
당당하게 맞서라
소년의 여름에 찾아냈다
워 영원히 부숴지지않는
다이아몬드
운명을 피할 수 없다라면
그대여 그 운명에
당당하게 맞서라
소년의 여름에 찾아냈다
워 영원히 부숴지지않는
다이아몬드","댄스, 랩/힙합",1996.09
154,한동준,사랑의 마음 가득히,"때로는 누군가 그리웠던 적도 있었지
그렇게 혼자만 있던 기억은 이제는 안녕
때로는 누군가 가슴에 품고 싶었었지
외롭게 보냈던 지난 날들을 잊고만 싶어
언제나 내 곁에서 날 위로해 줄
그 누군가(누군가)가 필요한거야
마음 속 (마음속)깊은 곳(깊은곳)
그대 원하는 것 있다면
내가 달려가 그대의 어깨를 따뜻이 감싸줄텐데
내곁에 (내곁에)있다면(있다면)
그대 원하는 것 모두다
내가 그대의 가슴에 한아름 사랑의 마음 가득히

때로는 누군가 그리웠던 적도 있었지
그렇게 혼자만 있던 기억은 이제는 안녕
때로는(때로는) 누군가 가슴에 품고 싶었었지
외롭게 보냈던 지난 날들을 잊고만 싶어
언제나 내곁에서 날 위로해줄
그누군가(누군가)가 필요한거야
마음속(마음속) 깊은곳(깊은곳)
그대 원하는것 있다면
내가 달려가 그대의 어깨를 따뜻이 감싸줄텐데
내곁에(내곁에) 있다면(있다면)
그대 원하는것 모두다
내가 그대의 가슴에 한아름 사랑의 마음 가득히
마음속(마음속)깊은곳(깊은곳)
그대 원하는것 있다면
내가 달려가 그대의 어깨를 따뜻이 감싸줄텐데
내곁에(내곁에)있다면(있다면)
그대원하는것 모두다
내가 그대의 가슴에 한아름 사랑의 마음 가득히",발라드,1995
155,신승훈,나보다 조금 더 높은 곳에 니가 있을 뿐,"나 다시 태어나도 너만을 사랑할꺼야
나의 전부인 너만을 다시 태어나 그대가 없다면
또다른 세상을 기다리며 살꺼야 넌 편히 잠들면돼
그리고 기억하면돼 사랑했던 내모습
다음 세상에 우연히 만나도 그냥 스쳐지나가는 일이 없도록
다시는 볼 수 없다는 걸 알고 있어
너의 숨결도 마지막이란 것을 하지만 난 지금 헤메이고 있어
넌 분명 이세상엔 없는데 그래도 이젠 나 울지않아
나보다 조금더 높은곳에 니가 있을뿐
더이상은 슬프지 않아 습관처럼 하늘만 볼 뿐
너와 난 함께 있는걸

다시는 볼 수 없다는 걸 알고 있어
너의 숨결도 마지막이란 것을 하지만 난 지금 헤메이고 있어
넌 분명 이세상엔 없는데 그래도 이젠 나 울지않아
나보다 조금더 높은곳에 니가 있을뿐
더이상은 슬프지 않아 습관처럼 하늘만 볼 뿐
너와 난 함께 있는걸
그래도 이젠 나 울지않아

다음세상 우리 만날때 서로 다른 모습이라도
난 너를 찾을수 있어",발라드,1996.05.01
