,가수,곡명,가사,장르,발매일
235,방탄소년단,피 땀 눈물,"내 피 땀 눈물 내 마지막 춤을
다 가져가 가
내 피 땀 눈물 내 차가운 숨을
다 가져가 가
내 피 땀 눈물
내 피 땀 눈물도
내 몸 마음 영혼도
너의 것인 걸 잘 알고 있어
이건 나를 벌받게 할 주문
Peaches and cream
Sweeter than sweet
Chocolate cheeks
and chocolate wings
But 너의 날개는 악마의 것
너의 그 sweet
앞엔 bitter bitter
Kiss me 아파도 돼
어서 날 조여줘
더 이상 아플 수도 없게
Baby 취해도 돼 이제 널 들이켜
목 깊숙이 너란 위스키
내 피 땀 눈물 내 마지막 춤을
다 가져가 가
내 피 땀 눈물 내 차가운 숨을
다 가져가 가
원해 많이 많이 많이 많이
원해 많이 많이 많이 많이
많이 많이
원해 많이 많이 많이 많이
원해 많이 많이 많이 많이
많이 많이
아파도 돼 날 묶어줘
내가 도망칠 수 없게
꽉 쥐고 날 흔들어줘
내가 정신 못 차리게
Kiss me on the lips lips
둘만의 비밀
너란 감옥에 중독돼 깊이
니가 아닌 다른 사람 섬기지 못해
알면서도 삼켜버린 독이 든 성배
내 피 땀 눈물 내 마지막 춤을
다 가져가 가
내 피 땀 눈물 내 차가운 숨을
다 가져가 가
원해 많이 많이 많이 많이
원해 많이 많이 많이 많이
많이 많이
원해 많이 많이 많이 많이
원해 많이 많이 많이 많이
많이 많이
나를 부드럽게 죽여줘
너의 손길로 눈 감겨줘
어차피 거부할 수조차 없어
더는 도망갈 수조차 없어
니가 너무 달콤해 너무 달콤해
너무 달콤해서
내 피 땀 눈물
내 피 땀 눈물",랩/힙합,2016.10.10
236,DEAN,D (half moon) (Feat. 개코),"Love love the stars
Love love the moon
별 다를 것 없이
똑같은 공기
똑같은 침대에서
보이는 천장까지
왜 별 이유 없이
공허한 건지
그저 몇 시간 째
멍만 때리는 게
처음에는
배가 고픈가 했었는데
No way no way no way
요새는
칸예 새 앨범을 들어도
뻔해 뻔해 뻔해
TV를 틀어 놓은 채
채널만 돌려 보네
But bae 별 의미 없네
다 너의 반 반
반의 반의 반도
채워주질 못 하네
채워지지가 않네 Yeah
딱 너의 반 반
반의 반이라도
내게 남았더라면
이렇게 붕 떠있지는
않을 텐데
너 없는 밤도
달은 떴다는데
보이지 않아
네 생각에 가려진 채 Yeah
마음이 기운 채로
판단이 설 리가
너 하나 없다고
내가 이럴 리가 없는데
자꾸 그 때로 또 되감기 돼
네가 있던 자리
그 자리 위 밤하늘까지 보여
저 반 쪽 짜리 달이
딱 지금 나의 모습 같지
다 너의 반 반
반의 반의 반도
채워주질 못 하네
채워지지가 않네 Yeah
딱 너의 반 반
반의 반이라도
내게 남았더라면
이렇게 붕 떠있진 않을 텐데
내일의 어둠이
저 달을 한 입 삼키면
둘이 만들었던
세계도 더 작아질 텐데
그리움만 꽉 차겠지
지루한 하루들을 보낸 후
보름달 하늘에 뜰 때쯤에는
우린 하나라고
떠들고 다닐 때만 해도
너는 너고 나는 나라는 게
이렇게도 명확해질지 몰랐어
서로 생각할 시간
시간 초과된 기분
더 지나면 서로
돌아오라고도 못 해
난 지금 돈키호테처럼
정처 없이 네 사랑을 꿈꾸네
난 네 눈만 봐도
텅 빈 이 맘을 다 채울 텐데
다 너의 반 반
반의 반의 반도
채워주질 못 하네
채워지지가 않네 Yeah
딱 너의 반 반
반의 반이라도
내게 남았더라면
이렇게 붕 떠있진 않을 텐데
Love love the stars
Love love the moon
딱 너의 반 반
반의 반이라도
내게 남았더라면
그랬더라면",R&B/Soul,2016.03.25
237,볼빨간사춘기,썸 탈꺼야,"표현이 서툰 것도 잘못인가요
나 차가운 도시에 따뜻한 여잔데
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
사랑은 이렇게 생기는 게 아니겠어
어쩌면 내 맘의 반쪽을
네게 걸어보는 건데
나는 오늘도 네게 차일 것만 같아도
난 한번 더 너에게 다시 달려가 볼 거야
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
매운 거 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
나도 그 애처럼 좋아요 좀 눌러줘
나도 너랑 말 좀 할 수 있게 해줘
나는 풀이 죽어서 오늘도 포기하고
뒤를 돌아볼 때쯤 나를 붙잡는 넌
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌","인디음악, 포크/블루스",2017.09.28
238,하이라이트 (Highlight),얼굴 찌푸리지 말아요,"오늘따라 유난히 웃지 않는
네가 왠지 슬퍼 보여
무슨 일이 있냐는 나의 말에
괜찮다며 고갤 돌려
너의 눈물 한 방울에
내 하늘은 무너져 내려
깊게 내쉬는 한숨이 내 맘을 찢어
난 너의 빛이 될게
그림자를 거둬줘 이제
그 천사 같은 얼굴에
작은 상처 하나도
너에겐 생기지 않기를 원해
너의 슬픔 조차도
나에게 모두 맡겼으면 해 Ma Baby
얼굴 찌푸리지 말아요
Baby 넌 웃는 게 더 예뻐
그렇게 슬픈 표정하지 말아요
널 보면 내 맘이 너무 아파 Oh Oh
그래 그렇게 날 보며 웃어줘 Oh Oh
그 예쁜 얼굴 찌푸리지 말아줘
숨기지 말고 내게 말해줘
아무 말 없이 널 안아줄게
내 품 안에서
네 상처 다 아물 수 있게
늘 아름다운 것만 담아주고 싶어
예쁜 두 눈에
미소만 짓게 해줄게 그 입술에
난 너의 빛이 될게
그림자를 거둬줘 이제
그 천사 같은 얼굴에
작은 상처 하나도
너에겐 생기지 않기를 원해
너의 슬픔 조차도
나에게 모두 맡겼으면 해 Ma Baby
얼굴 찌푸리지 말아요
Baby 넌 웃는 게 더 예뻐
그렇게 슬픈 표정하지 말아요
널 보면 내 맘이 너무 아파 Oh Oh
그래 그렇게 날 보며 웃어줘
그 예쁜 얼굴 찌푸리지 말아줘
모두가 떠나도 난 너만 있으면 돼
그렇게 내 안에서 행복하길 원해
널 지킬 수만 있다면
아깝지 않아 내 세상마저도
얼굴 찌푸리지 말아요
Baby 넌 웃는 게 더 예뻐
그렇게 슬픈 표정하지 말아요
널 보면 내 맘이 너무 아파 Oh Oh
그래 그렇게 날 보며 웃어줘 Oh Oh
그 예쁜 얼굴 찌푸리지 말아줘",댄스,2017.03.20
239,정승환,너였다면,"왜 너에겐
그렇게 어려운지
애를 쓰는 나를
제대로 봐주는 게
너 하나에 이토록
아플 수 있음에
놀라곤 해
고단했던 하루
나는 꿈을 꿔도 아파
너였다면 어떨 것 같아
이런 미친 날들이
네 하루가 되면 말야
너도 나만큼 혼자
부서져 본다면 알게 될까
가슴이 터질 듯
날 가득 채운 통증과
얼마나 너를
원하고 있는지
내가 너라면
그냥 날 사랑할 텐데
내 가슴은 한없이 바닥까지
나를 둘러싸는
모든 게 두려워져
다 사랑에 빠지면
행복한 거라니
누가 그래
뒷모습만 보는
그런 사랑하는 내게
너였다면 어떨 것 같아
이런 미친 날들이
네 하루가 되면 말야
너도 나만큼 혼자
부서져 본다면 알게 될까
가슴이 터질 듯
날 가득 채운 통증과
얼마나 너를 원하고 있는지
내가 너라면
그냥 날 사랑할텐데
이미 너는 내게
대답한 걸 알아
대답 없는 대답의 의미
다 알면서도
난 모르는 척 맴도는데
요즘 나는 어떤 줄 아니
편히 잠을 잘 수도
뭘 삼켜낼 수도 없어
널 바라보다 점점 망가져
가는 날 알긴 할까
죽을 것 같아도
넌 내게 올 리 없대도
딴 곳만 보는
너란 걸 알아도
그런 너를 난
놓을 순 없을 것 같아","발라드, 국내드라마",2016.05.31
240,소유 (SOYOU),I Miss You,"바라보면 자꾸 눈물이 나는 건
왠지 몰라도
돌고 돌아 내게 오고 있었나요
피해지지 않는 그 사랑
I love u love u love u
인연인 걸 느꼈죠 난
And I miss u miss u
나의 운명인 사람
슬픈 눈빛으로 왜 나를 보나요
울지 말아요
한 눈에 날 알아본 건 아닌가요
이제서야 왜 내게 왔죠
I love u love u love u
인연인 걸 느꼈죠 난
And I miss u miss u
나의 운명인 사람
몇 번을 태어난대도
그대가 어딜 숨어도
나는 그댈 찾겠죠
다신 우리 헤어지지 마요
내 곁에서
떠나가지 말아요
떠나가지 말아요","발라드, 국내드라마",2016.12.31
241,한동근,이 소설의 끝을 다시 써보려 해,"시계가 반대로 돌아가고 있어
TV속 영화가 되감아지고 있어
내렸던 빗물이 올라가고 있어
잊었던 기억이 돌아오고 있어
도로 위에 차들이
반대로 달리고
온 세상의 모든 게 다
거꾸로 움직여
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을
다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까
한 장씩 한 장씩 뒤로 넘겨 지며
아팠던 일기가 지워지고 있어
가루 낸 사진이 모여들고 있어
버렸던 미련이 돌아오고 있어
삼켰던 내 눈물이
다시 뱉어지고
뱉었던 그 모진 말은
다시 삼켜지고
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 그래야 말이 돼
여기야 우리가 이별한
그 슬픈 페이지
내 앞에서 니가 서서 울고 있어
너에게 묻고 싶어 너만 괜찮다면
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까",발라드,2014.09.30
242,마마무 (Mamamoo),나로 말할 것 같으면 (Yes I am),"나로 말할 것
같으면 자신감 있는 여자
말하자면 느낌 있는 여자
자신 있으면 나를 따라 해도 돼
뒤따라와 뒤따라와
Follow me E Ae Ae
화장은 옅게 귀찮으니까
노출은 안 해 그럴 필요 없어
이상해 좀 특이해 평범한 게 더 싫어
이런 내 모습 부모님께 감사해
Me Me 4 with Sun
생각 말어 정신은 High Class
눈치 보지마 네가 바로 Vogue
Hello Bonjour nihao 안녕
세계각국마다 매력이 있듯이
나로 말할 것 같으면
겨울에 민소매 입으면
여름이 되는 거야 I love Ya
Introduce My Self
나로 말할 것
같으면 자신감 있는 여자
말하자면 느낌 있는 여자
자신 있으면 나를 따라 해도 돼
뒤따라와 뒤따라와
Follow me E Ae Ae
Yes I am 나로 말할 것 같으면
Yes I am 아주 건방져
편한 게 좋아 그게 나니까
돌려 말 안 해 숨기지 못해
건방져 신경 안 써 나를 모르는 소리
그냥 내 멋대로 내 식대로 해
My name is 문스타
어디까지나 그냥
내 취향이니까 예민하지마
컴플렉스 Nothing 슬렉스 셔츠 로퍼
클래식한 스타일로
난 나를 표현해 My Baby
아직까지 말꼬리 잡는 너
Take off the blind
Drive 내 차에 타
자 자 나로 말할 것
같으면 자신감 있는 여자
말하자면 느낌 있는 여자
자신 있으면 나를
따라 해도 돼 해도 돼
뒤따라와 뒤따라와
Follow me E Ae Ae
Yes I am 나로 말할 것 같으면
Yes I am Follow me E Ae Ae
Yes I am 나로 말할 것 같으면
Yes I am 볼이 뚠뚠해
V라인보다 동그란 내 얼굴이 좋아
나만의 Some special thing
쌍꺼풀 있는 눈매 보단
나는 내 눈 무쌍이 좋아
웃을 땐 인디언 보조개와 코 찡긋
아주 칭찬해
나로 말할 것 같으면 말할 것 같으면
아주 시크해
나로 말할 것 같으면 말할 것 같으면
Introduce My Self
쟤 쟤 쟤
나로 말할 것 같으면
자신감 있는 여자
말하자면 느낌 있는 여자
자신 있으면 나를 따라 해도 돼
뒤따라와 뒤따라와
Follow me E Ae Ae
Yes I am 나로 말할 것 같으면
Yes I am Follow me E Ae Ae
Yes I am 나로 말할 것 같으면
Yes I am
아주 건방져",댄스,2017.06.22
243,태연 (TAEYEON),Fine,"찢어진 종잇조각에
담아낸 나의 진심에
선명해져 somethin' bout you
Yeah 나를 많이 닮은 듯 다른
넌 혹시 나와 같을까 지금
괜한 기대를 해
하루 한 달 일 년쯤 되면
서로 다른 일상을 살아가
나는 아니야
쉽지 않을 것 같아
여전하게도 넌 내 하루하루를 채우고
아직은 아니야
바보처럼 되뇌는 나
입가에 맴도는 말을 삼킬 수 없어
It’s not fine
Ah- Ah- Ah- Ah-
It’s not fine
머릴 질끈 묶은 채
어지러운 방을 정리해
찾고 있어 somethin' new
가끔 이렇게 감당할 수 없는
뭐라도 해야 할 것만 같은 기분에
괜히 움직이곤 해
하루 한 달 일 년 그 쯤이면
웃으며 추억할 거라 했지만
나는 아니야
쉽지 않을 것 같아
여전하게도 넌 내 하루하루를 채우고
아직은 아니야
바보처럼 되뇌는 나
입가에 맴도는 말을 삼킬 수 없어
It’s not fine
Ah- Ah- Ah- Ah-
It’s not fine
의미 없는 농담 주고받는 대화
사람들 틈에 난 아무렇지 않아 보여
무딘 척 웃음을 지어 보이며
너란 그늘을 애써 외면해보지만
우리 마지막
그 순간이 자꾸 떠올라
잘 지내란 말이 전부였던 담담한 이별
아직은 아니야
바보처럼 되뇌는 그 말
입가에 맴도는 말을 삼킬 수 없어
It’s not fine
Ah- Ah- Ah-
It’s not fine
Ah- Ah- Ah-
It’s not fine",발라드,2017.02.28
244,박원,all of my life,"너무 힘들어 삶에 치이고
되는 것도 없고
가족도 안 보이고
언제부턴가 나도 중요하지 않고
없진 않지만 더 많이 가져야
사랑도 이어갈 수 있는 이 세상에서
all of my life
you are all of my life
그러고 보면 나
너를 만나 참 많이 변했어
꿈이 생기고 네가 가진 꿈도
이뤄주고 싶었어 나 그러려면
더 높은 곳에 올라가야만 했어
더 많은 것들을 가져야 가능했어
다 가질 때쯤
사랑보다 꿈이 더 커졌어
all of my life
내가 힘이 들 때
you are all of my life
네가 날 채웠는데
다른 어떤 걸로 나를 채워봐도
all of my life
you are all of my life
채워지지가 않아
그렇게 우리 바라왔고
간절했던 거잖아
이젠 내방에 가득한데
나도 아무것도 없는
방 안에서 넌 혼자
이렇게 주저앉아 울고 있었니
all of my life
넌 내 전부인데
이 모든 게 다 무슨 소용 있는데
어디선가 이 노랠 듣게 된다면
all of my life
all of my life
네 이야기가 맞아",발라드,2017.07.27
245,황광희 X 개코,당신의 밤 (Feat. 오혁),"별 하나에 추억과
별 하나에 사랑과
별 하나에 쓸쓸함과
별 하나에 동경
별 하나에 시와
별 하나에 어머니
당신의 시처럼 하늘을 우러러
한 점 부끄러움이 없길
당신의 삶처럼 모든 죽어가는 것을
사랑할 수 있길
때론 사는 게 허무하고 무기력할 때
당신의 육첩방을 밝혔던
등불을 기억할게
난 왜 느끼지 못하고 외우려했을까
용기내지 못하고
뒤로 숨으려 했을까
그에게 총칼 대신
연필 끝에 힘이 있었기에
차가운 창살 건너편의
하늘과 별을 바라봐야했네
나의 이름 나의 나라가
부끄럽지 않게
오늘도 나아가야지
흙으로 덮여지지 않게
별 하나에 추억과
별 하나에 사랑과
별 하나에 쓸쓸함과
별 하나에 동경
별 하나에 시와
별 하나에 어머니
별이 바람에 스치는 밤
내가 길을 잃은 밤
기억할게요
하늘의 별을 헤던 당신의 밤
당신의 시처럼 하늘을 우러러
한 점 부끄러움이 없길
당신의 꿈처럼 모든 죽어가는 것을
사랑할 수 있길
비판이나 비아냥이 싫어
머뭇거리던 입가
뒤돌아 걸어가는 시대 뒤에
고개 숙인 내가 밉다
난 한국인 난 한국사람
근데 난 아직 두려워 촛불위에 바람
잃어버린 이름과 나라 없는 설움과
죄책감이 섞인 철인의 자화상
왠지 모를 위로 덕에
겨우 겨우 일어나 딛는
어린아이의 걸음마
오늘 밤은 어둡기에
당신이 쓴 시가 별이 돼
광장 위를 비추는 빛이 돼
비추는 빛이 돼
별 하나에 추억과
별 하나에 사랑과
별 하나에 쓸쓸함과
별 하나에 동경
별 하나에 시와
별 하나에 어머니
별이 바람에 스치는 밤
내가 길을 잃은 밤
기억할게요
하늘의 별을 헤던 당신의 밤
하나 둘 셋 넷
가슴속에 하나둘 새겨지는 별
하나 둘 셋 넷
알 수 없네 팔위로 새겨져있던 멍
만주에서 일본까지
쓰여진 삶의 궤적을 따라
내 맘도 천천히 쫓아 걸어가지
누구의 덕이기에
나는 내 나라와 이름으로
지금을 살아갈 수 있는지
몰라도 그대는
정정당당했던 작지만
명예로운 이 나라의 시인
별 하나에 추억과
별 하나에 사랑과
별 하나에 쓸쓸함과
별 하나에 동경
별 하나에 시와
별 하나에 어머니
별이 바람에 스치는 밤
내가 길을 잃은 밤
기억할게요
하늘의 별을 헤던 헤던 당신의 밤",랩/힙합,2016.12.31
246,창모 (CHANGMO),아름다워,"널 이제 놓아줘야 될것같애
의미없는 날짜를 셀것같애
내 손이 아닌 꽃이 무대인 나비
다시 날갯짓 하길
이제는 bye bay
나에게는 크리스탈
혹은 별과 비슷한
빛을가진 diamond
luxury thang
널 봐 난
널 위한 걸까 날 위한 건지
허나 넌 더욱 어울려 누군가의
더큰 어깨 제발 글로 갈래
내가 나쁠래 모자 쓰고 말해
찡그리며 오지마
너와 함께인 순간은 불안의
연속에 연속 내가 부족하니
미안해
나의 자존심 때문에
우아한 프라다
우아한 샤넬
깔끔한 마르지엘라
같은 너에 반해
잘하려했지
허나 자격지심 때문에
너를 못가져 너를 못 안어
그댄 변함없이 아주
너무나도 아름다워
Run
Run
누가 먹였니 너의 높은 값어칠
언제부터 너는 그리 아름다웠니
누가 넌 과분하데 나는 말없이
그래
허나 난 너에겐 가면쓰고 감췄지
남겨 미안해 기스같은 상처
그렇지 않음 내 가
별거 없는 애처럼
느껴져 몰아세운거야
미워해줘 날
모두 사랑해준 너
이제는 알겠어
내가 널 가진 것
이 아니고 너가 와준
것이라는 것을
너없는 이 도시
마치 압구정의 club
그 속에 나는 먼지
나는 특별하지않네
너를 위안 삼았나봐
너가 사랑할때
Oh 우리 걷던 거릴 지나갈때
초라한 내게 그댄 빛을 발해
우아한 프라다
우아한 샤넬
깔끔한 마르지엘라
같은 너에 반해
잘하려했지
허나 자격지심때문에
너를 못가져 너를 못 안어
그댄 변함없이
아주 너무나도 아름다워",랩/힙합,2016.07.21
247,Wanna One (워너원),에너제틱 (Energetic),"너와 나의 입술이 점점
느껴지는 이 순간 속에 뜨거운 공기
온몸에 전율이 와
이제 너와 내가 써 내릴 Story
I don't know why
나도 모르게
더 빠져들어가
숨 막히게 Baby
I don't know why
지금 이 순간
멈출 수 없는 기분 No No No No
Make me feel so high
미치겠어 날 멈출 순 없어
You make me feel so high
I'm so crazy 너가 나를 본 순간
막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
오늘 밤 둘이 Out of control Yeah
I'm feelin’ so energetic
내 심장이 멈추는 그 순간까지
너를 지켜줄게 사라지지 않게
한 순간의 작은 약속들은 아냐
이젠 말해 내게 Baby
You tell me how to feel
Uh 1 2 3 & 4
니 옆의 딴 놈들이 거슬려 좀
Who am I 오직 너만을 지키는 킬러
말 그대로 난 좀 죽여줘 Yeah
Uh 너를 품에 안고 비상해
걱정은 버려 지하에
뭐를 하든 간에 하나라는 수식어가
맴돌 거야 너와 나의 귓가에
Make me feel so high
미치겠어 날 멈출 순 없어
You make me feel so high
I'm so crazy 너가 나를 본 순간
막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
오늘 밤 둘이 Out of control Yeah
I'm feelin’ so energetic
I'm feelin’ good
I wanna touch
멈출 수 없는 이 기분은 마치 Freedom
I'm feelin’ good
I wanna touch baby
어서 내게 와줘 Tonight Yeah
Alright
Oh Oh Work your body
다가와서 즐길 시간이 Let’s dance
아껴둔 너의 신발이
더러워지더라도
움직여 빨리 Hurry up
질문은 나중에 해
딴 남자들은 넘보지 말게
누가 봐도 So 쿨하게
이제 시작해 You know I mean
막 끌려 더 날 당겨줘 Baby
I'm feelin’ so energetic
너와 단둘이 Out of control Yeah
I'm feelin’ so energetic",댄스,2017.08.07
248,블락비 (Block B),YESTERDAY,"너 아닌 척하지마
눈에 보이지만
넘어가는 걸
What did you do yesterday
곰인 척하지마
여우인 걸 알지만
넘어가는 걸
What did you do yesterday
What did you do yesterday
What did you do do do do
일찍 잔다는 너
요새 피곤하다며
열한 시간 동안
잠수더니 또 피곤하대
무심코 내려놓은 듯한 폰은
오늘도 덮어놓고는
내가 예민하대
어디까지가 진실 어디까지가
거짓인지 어디 설명해봐
넌 얼굴색 하나 안 변하고
육하원칙으로 반론해
언제나 쏘아붙이면
대활 거부해
팩트를 들이대면 모르쇠
Yesterday all my trouble
came close to me
또 나만 호구된 청문회
너 아닌 척하지마
눈에 보이지만
넘어가는 걸
What did you do yesterday
곰인 척하지마
여우인 걸 알지만
넘어가는 걸
What did you do yesterday
넌 너가 예쁜 걸
알아서 문제야
No no no no
은근슬쩍 시선 즐기는 너
불안하게 왜 그래
No no no no
프로필 사진은 왜 바꾼 거야
옷은 왜 어제랑 똑같은 거야
일부러 싫증 유발하는 거야
끝장내고 싶은 거야 뭐야
I Don’t Know
Why I Love You eh
심증뿐인 추궁은
본전도 못 건졌네
넌 내 머리 위 난 네 발 밑
아쉬운 쪽이
손해 보는 싸움
너 아닌 척하지마
눈에 보이지만
넘어가는 걸
What did you do yesterday
곰인 척하지마
여우인 걸 알지만
넘어가는 걸
What did you do yesterday
라리라라라 라라라라라
돌고 도는 패턴이지만
라리라라라 라라라라라
넘어가는 걸
What did you do yesterday
알면서도 속아주는 거야
그만큼 널 좋아하는 거야
다만 들키지만 말아줘
그럼 다 눈감아줄게
뭐든지 해줄게
너 아닌 척하지마
눈에 보이지만
넘어가는 걸
What did you do yesterday
곰인 척하지마
여우인 걸 알지만
넘어가는 걸
What did you do yesterday
라리라라라 라라라라라
돌고 도는 패턴이지만
라리라라라 라라라라라
넘어가는 걸
What did you do yesterday",댄스,2017.02.06
249,에디킴,이쁘다니까,"자꾸 물어보는 너
늘 확인하고픈 너
같은 말해줘도
매일 말해줘도
왜 계속 물어
입술이 말라오네
또 식은땀이 흐르네
또 정답은 알지만
니가 듣고 싶은 말
그 듣고 싶은 말
나를 시험하는 말
너 정말 이쁘다
이쁘다 이쁘다니까
왜 내 말
믿지 않는 건데 왜
말하고 말하고
아무리 말해도
화난 듯한
너의 그 표정
말 수가 없어진 너
더 불안해지는 나
매일 같은 퀴즈
반복되는 게임
난 항상 술래
머리를 새로 했나
오 손톱이 바뀌었을까
오 감이 오질 않아
니가 듣고 싶은 말
그 듣고 싶은 말
정말 힌트도 없는지
너 정말 이쁘다
이쁘다 이쁘다니까
왜 내 말
믿지 않는 건데 왜
말하고 말하고
아무리 말해도
화난 듯한
너의 그 표정
이쁘단 말 하나론
널 표현 하긴 부족하잖아
baby 내 맘이라도
꺼내줘야 넌 믿겠니
널 정말 사랑해
사랑해 사랑하는데
왜 변했다고 하는건데 왜
화내고 삐지고
매일 토라져도
그것마저 사랑스러워
니가 백번 아니
천번 내게 물어도
정답은 늘 하난데
어제도 오늘도
내일 또 물어도
세상에서 니가
제일 이뻐","발라드, 국내드라마",2016.12.24
250,한동근,미치고 싶다,"환상을 본 적이 있나요
전 있어요
아지랑이 같은 색깔이죠
텅 빈 이 벤치에 그대가
보이네요
투명하고 연기 같긴 해도
넋이 나간 날 보면서
모두 미쳤냐고 해요
뭐 그래요
그대만 보인다면야
미친 게 꼭 나쁘지는 않네요
그래요
차라리 더 미쳐서 보고 싶죠
그대가
어딨어 어딨어 도대체
어디서 뭘 하고 있어 난
이렇게나 망가지고 있는데
갈수록 더 많이 보여요
맘 아프게
돌아올 것 같은 모습으로
그대 보인다고 하면
정신 차리라고 해요
뭐 그래요
그대만 보인다면야
미친 게 꼭 나쁘지는 않네요
그래요
차라리 더 미쳐서 보고 싶죠
그대가
어딨어 어딨어 도대체
어디서 뭘 하고 있어 난
이렇게나 망가지고 있는데
진짜 같은 네가 안아주는 모습
더 진짜 같은 너와 입 맞추는 느낌
이 모든 게 이 모든 게
난 그리워서
오늘도 미칠 듯이 취하고만 싶어요
미친 게 꼭 나쁘지는 않네요
그래요
차라리 더 미쳐서 보고 싶죠
그대가
어딨어 어딨어 도대체
어디서 뭘 하고 있어 난
이렇게나 망가지고 있는데",발라드,2017.05.05
251,지코 (ZICO),Artist,"We are we are we artist baby
We are we are we artist ZICO
뭔가 예감 좋아 번뜩 악상이 떠올라
금토일도 월요일같이 사는 내게
상 줄 거야 Alright
올해도 스케줄 꽉 찼고
길 가면 다 알아보고
Fanxy child 겁나 핫하고
그런데도 나 외로워
What should I do
지루해 죽기 직전인 사람
절대 양반은 못 되는 사람
굳이 긁어 부스럼 만드는 사람
아주 박살을 내버릴 사람들 Oh yes
언제까지 머릿속만 시끄러울래
예술에 조예가 깊다면
Let’s draw something
From now on
모든 것을 백지로 되돌려 놓고
생각 말고 저질러
붓은 너가 쥐고 있어
제일 감각 있잖아
자기 집 거울 앞에선 yeah
Life is short Art is long
너나 나나 쟤나 I make’em say
Ah We are we artist baby
We are we are we artist baby
We are we are we artist baby
Hey Life is short Art is long
너나 나나 쟤나 I make’em say
Let me think about it 도대체 뭘
얻고자 온종일 노랠 만들었을까
일하고 품위 유진 언제 해
막히면 저 반대 길로 역주행 해
모자 눌러 써 신발 구겨 신어
바깥 공기 마시며 세상 구경 좀 해
남이 재단할 수 없어
내 인생은 내가 디자인해 Get up
시선 빼 그러다 목에 담 와
손에 잡히지 않는 건 다 놔
구색 따윈 갖추지 말자
흥얼대 혼자 샤워할 때처럼
Like whoo yes
난 나이를 먹지 않고 도로 뱉을 건데
내 말이 설득력 있다면
Make some noise
From now on
모든 것을 백지로 되돌려 놓고
생각 말고 저질러
붓은 너가 쥐고 있어
제일 감각 있잖아
자기 집 거울 앞에선 yeah
Life is short Art is long
너나 나나 쟤나 I make’em say
Ah We are we artist baby
We are we are we artist baby
We are we are we artist baby
Hey Life is short Art is long
너나 나나 쟤나 I make’em say
미루지 마 즐거움을
그건 저축이 불가능
Somebody say 이 다음에 커서
그 커서가 바로 지금
내일 지구가 멸망하면
Answer me what you gon do
행복의 언저리에서 고민은 금물
Now on
모든 것을 백지로 되돌려 놓고
생각 말고 저질러
붓은 너가 쥐고 있어
제일 감각 있잖아
자기 집 거울 앞에선 yeah
Life is short Art is long
너나 나나 쟤나 I make’em say
Are are are are artist baby
We are are are are artist baby
Are are are are artist baby
One more time
Life is short Art is long
너나 나나 쟤나 I make’em say",랩/힙합,2017.07.12
