,가수,곡명,가사,장르,발매일
397,현승민-H,잊었니,"잊었니 네가 고백했던
그 말 잊었니
날 버리지 않겠다던 그 약속
그렇게 쉬운 약속이었니
잊었니 네가 고백했던
그 말 잊었니
날 버리지 않겠다던 그 약속
그렇게 쉬운 약속이었니 정말
알잖니 너만 사랑했던
나를 알잖니
너를 위해 준비했던 시간이
나를 붙잡고 어떡하냐고
내게 묻잖니
I never say goodbye
안녕이란 그말 하지마
그렇게 쉽게 잊을 수 있다면
잊는다면 그렇게 한다면
널 잊겠어
I know you pass me bye
내게 아무 변명 하지마 말하지마
너무 익숙해진 너의 습관
이제 지우려 노력할게
울잖니 널 볼 수 없단
내맘이 울잖니
너 몰래 흘려왔었던 눈물이
보기 싫다면 웃어줄게 정말
간다면 정말 날 버리고
가야 한다면
아무리 크게 널 불러 보아도
들을 수 없게
네 기억마저 내가 가질게
I never say goodbye
안녕이란 그말 하지마
그렇게 쉽게 잊을 수 있다면
잊는다면 그렇게 된다면
널 잊겠어
I know you pass me bye
내게 아무 변명 하지마 말하지마
너무 익숙해진 너의 습관
이제 지우려 노력할게
나도 그대를 잊어볼게
네가 편히 떠날 수 있게
그대가 그랬듯 또 다른 사랑을
나도 아마 할 수 있겠지
I never say goodbye
안녕이란 그말 하지마
그렇게 쉽게 잊을 수 있다면
잊는다면 그렇게 된다면
널 잊겠어
I know you pass me bye
내게 아무 변명 하지마 말하지마
너무 익숙해진 너의 습관
이제 지우려 노력할게
Don't forget my love forever",R&B/Soul,2003.10.17
398,슈가,Shine,"끝이없는 어둠속에
언제나 홀로 버려진 내모습
눈물로 지샌 밤이 많았었던
기나긴 어제의 나
그렇게 외로웠던 시간속에
조금씩 환한 빛이 날 비추고
내앞에 그대라는 큰사랑이
날 찾아와 준거죠
이젠 더 이상 슬픔없게
이 사랑을 소중히 간직해요
닫혀진 내 맘을 활짝 열어둘게요
그대가 주인이죠
이런 사랑에 감사해요
다시 난 태어났죠
그댈 만나기 위해 비워둔 자리죠
이제야 행복해요
무엇도 필요없죠 아껴둔 내마음을
그댈위해 드려요
나의 지친얼굴속에 어느새
미소마저 사라지고
지나간 기억만을 원망했던
어리석은 나였죠
그런 나에게 손 내민건
그대라는 커다란 귀한 선물
이제는 우리가 함께 만들어가요
새로운 추억들을
이런 사랑에 감사해요
다시 난 태어났죠
그댈 만나기 위해
비워둔 자리죠
이제야 행복해요 무엇도 필요없죠
아껴둔 내마음을 그댈위해 드려요
- 간 주 중 -
Baby Please never Break my heart
영원할 수 있도록
항상 그 환한 미소로 그대를 반길게요
이런 사랑에 감사해요 다시 난 태어났죠
그댈 만나기 위해 비워둔 자리죠
이제야 행복해요 무엇도 필요없죠
아껴둔 내마음을 모두 그대에게
하늘도 샘날 만큼 그렇게 사랑해요
내가 가진것 모두 그댈 위해 드려요",댄스,2003.06.18
399,조pd (ZoPD),친구여 (Feat. 인순이),"yeah how hottest track of
the year
you know what time isit right
now right here yo
cuz I'm back again yeah
once again
it's 조PD time once again
I'm back again yeah once again
with 인순이 on top again
I'm back again yeah once
again come on
우리들의 얘기로만
긴긴밤이 지나도록
when the time is alright
it's way to survive
기다려 hold on
사랑들은 하고있나
많은것을 약속했나
힘들어도 try
포기하지 말아
it will be alright
alright
친구여 세월이많이 변했구려
같이 늙어간단 말이 내게는 그저
먼 미래의 일일뿐이었는데
얼굴에 솜털의흔적도 없구려
어느 새 남자의 미래는
책임감과 무거운 중압감
하지만 햇살은 저 높은 곳에
각자의 이상을 위해 모두 바쁘네
자랑스런 나의 친구들아
나는 열심히 살아가고 있단다
우린 일 사랑 사회가 issue
하지만은 인간적일 뿐일 실수는
모두 겪어야지 너무 재수없는
직장 상사얘기
별 수 없이 아저씨 되는게
뭐가 대수
이 담에 소주 한 잔 할때까지
답장은 필수 always miss you
우리들의 얘기로만
긴긴밤이 지나도록
when your sprit is alright
it's way to survive
기다려 hold on
그런다면 eventually
go on stand on your on feel
힘들어도 try포기말아
it will be alright alright
세월에 무감각 해져가네
현실의 삶과 이상속에
아련한 추억이 너무 그립네
친구들과 뛰놀던 그 동네
바쁘게 지내온 나날속에
지난날을 돌아보지 못했는데
어느 날 잠에서 깨어날 때
꿈에서 본 듯한 나의 옛동네
찾아가봤지 친구들과 같이
너무 큰 기쁨으로 가슴이 뛰었지
dejavu 느끼고 추억의 자리에서
흐느끼고
생각에 생각이 꼬리를 물고
해지면은 소주병 나발을 불고
여기 추억과 바닷바람
그리고 너무나 사랑하는
사람들이 있네
인생에 뭐가 더 있나
돈 명예 미래 따위야 말로
영원할 순 없소
이 diamond 같이
someting's never change yo
KTP 인순이 조PD Let's party
인생 끝날때까지 come on
우리들의 얘기로만
긴긴밤이 지나도록
세월이 지나도 변치 말자고
약속했잖아
영원토록 변치 않는 그런
믿음 간직할래
세월이 지나서 다 변해도
변치 않는 것 하나
이젠 뭘 하더라도 그 시절 같을 순
없으리오
이젠 바쁘더라도 가끔 전화를
해보시오
이젠 뭘 하더라도 그때와 같을 순
없으리오
이젠 바쁘더라도 우리의
추억을 기억해줘
이젠 뭘 하더라도 그 시절 같을
순 없으리오
이젠 바쁘더라도 가끔 전화를
해보시오
이젠 뭘 하더라도 그때와 같을
순 없으리오
이젠 바쁘더라도 우리의
추억을 기억해줘
친구여",랩/힙합,2004.03.23
400,이승철,긴 하루,"뒤척이며 잠에서 깨며
문득 그대가 없다는 생각에
내 머리 맡에 걸어 놓은
그대의 사진을 보며
이렇게 또 하루 시작 되네요
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요 휘청거리는
내 인생을 가눌 수 없는
내 마음도 모두 가져 갈 수 없나요
편안하길 바란다구요
나의 편안함은 바로 그대죠
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요 휘청거리는 내 인생을
가눌 수 없는 내 마음도
모두 가져 갈 수 없나요
편안하길 바란다구요
나의 편안함은 바로 그대죠
다 받기만을 바래 왔었던 난
그대 소중함을 이제 알죠
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요
휘청거리는 내 인생을
가눌 수 없는 내 마음도
모두 가져 갈 수 없나요
긴 하루 보내야겠죠
끝도 없는 외로움을 숨기며
끝도 없는 외로움을 숨기며
긴 하루를 보내요",발라드,2004.07.21
401,테이,사랑은...향기를 남기고,"가슴 아파서 목이 메어서
안간힘을 써봐도
피해 갈 수도 물러지지도
않는 이별 인가봐
너무 놀라서 자꾸 겁나서
웃음으로 이기려해도
눈치 빠른 눈물이 더 먼저
알고 날 흘러
난 소란스레 사랑했나봐 널
줬다 이내 뺏는 걸 보니
분 넘친 행복을 또 시기했나봐
널 보내야만 하나봐
I miss the love that
I shared with U
온 세상이 취한 것 같아
눈부셨던 우리 추억이 열
오르듯 비틀대잖아
니 품에 살았던 날들과
꿈꾸었던 사랑이
다 부서져 또 흩어져 향기로
I can't live without your love
내가 못나서 잡지 못해서
돌아 가슴 쳐봐도
지워 지지도 덜어지지도
않는 사랑 인가봐
니가 미워서 누굴 만나서
다시 시작 해 보려해도
수많은 니 그리움이 날
체하게 만들어
넌 나보다 더 용감한가봐
날 사랑한 적 없던 것처럼
잘 살아가는데 날 지워 가는데
난 왜 널 못 잊는 거니
I miss the love that
I shared with U
온 세상이 취한 것 같아
눈부셨던 우리 추억이 열
오르듯 비틀대잖아
니 품에 살았던 날들과
꿈꾸었던 사랑이
다 부서져 또 흩어져 향기로
이렇게 하루 이틀이 가고 눈에
멀어져 살다가 보면
언젠간 또 가슴에서도
무뎌지는 거라고
그렇게 말을 하기까지 얼마나
싸워야 난 할지
보이지 않는 나와 또 볼 수 없는
널 앞에 두고
I miss the love that
I shared with U
그 언제쯤 자유로울까
니 이별도 못 한 게 있어
내 안에 널 데려가는 일
난 그래 괜찮아 오늘도
너 땜에 힘 겨워도
이 지독한 내 아픔도 우리가
사랑한 흔적인걸",발라드,2004.01.05
402,박효신,그곳에 서서,"멀리도 돌아왔어
오는 길이 늦었어
그게 미안했어 항상
하지만 니가 없는 건
기다려주지 않는 건
상상도 못한 일이야
니가 있던 자리엔
싸늘한 바람만 일어
가슴은 너무 아픈데
난 울 수도 없겠어
너만 향해 왔는데
빛을 따라 온 건데
이제는 내 모든 게
사랑에 묻혀 끝난 거야
가라앉을 배처럼
지나친 욕심이었나
아님 자만이었나
절대 안 떠날 너라고
하지만 너는 없었어
돌아올 곳이 없었어
그토록 힘이 들었나
너를 사랑한 곳엔
너 아닌 그리움 살아
잊기엔 너무 많아서
난 잊을 수 없겠어
너만 보고 온 건데
이젠 안 떠날텐데
살아갈 희망없는 난 다 끝난 거야
조금씩 가라앉을 배처럼
이기적인 내 방황이
답답했던 내 방황이
자꾸 널 떠밀었어
니 맘을 아프게 했어
니가 있던 자리엔
그대로 니가 서있어
내가 널 너무 사랑해
널 보낼 수 없겠어
그냥 함께 갈 거야
니가 빛이었으니
어차피 너 없는 나는 나 아닌거니
기다리겠어 이젠 내가 널 기다려
니가 아팠던 바로 그 곳에 서서
저 깊이 가라앉을 때까지",발라드,2004.04.20
403,클래지콰이,Sweety,"눈을 뜨면 오늘은 왠지 기분이 좋아
벽에 걸린 너의 웃음처럼
지난밤에 꿈속엔 네가 있던 것 같아
노래를 불러보네 yeah -

거리는 오늘따라 너무 눈부시기만 해
네 목소리로 내게 말을 걸어와
오늘같은 날이면 우연히 만날 것 같아
기대하며 걸어가 I'm in love with you

눈을 뜨면 오늘은 왠지 기분이 좋아
지난밤에 늦은 전화처럼
잠에 취한 목소린 귓가에 남아있어
나를 기다리게해 yeah -

머린 오늘따라 마음에 안들기만해
뭘 좋아할까 괜히 고민도 하고
오늘 같은 날이면 시간이 더디기만해
전화를 해볼까 I'm in love with you

어디쯤 오는 걸까 I'm in love
You don't know how I feel
When you smile at me like that
Can't you see that you are the one
To bring me back to life uh -

아침부터 오늘은 왠지 느낌이 좋아
곁에있는 너의 웃음처럼
따뜻한 네 목소린 내게 말을 걸어와
설레이는 시간들 Yeah -

거리는 오늘따라 너무 눈부시기만해
누구나 다들 우릴 보는 것 같아
오늘같은 날이면 시간이 빠르기만해
너와 둘이 걸어가
I'm in love with you
I'm in love -

You don't know how I feel
when you smile at me like that
Can't you see that you are the one
To bring me back to life uh - 

Everytime you come around
Everytime you smile at me
Everytime you come around
Can you tell me you love me

Everytime you come around
Everytime you smile at me
Everytime you come around
You love me You love me -",일렉트로니카,2004.05.14
404,김윤아,야상곡(夜想曲),"바람이 부는 것은
더운 내 맘 삭여 주려
계절이 다 가도록
나는 애만 태우네
꽃잎 흩날리던 늦봄의 밤
아직 남은 님의 향기
이제나 오시려나
나는 애만 태우네
애달피 지는 저 꽃잎처럼
속절없는 늦봄의 밤
이제나 오시려나
나는 애만 태우네
구름이 애써 전하는 말
그 사람은 널 잊었다
살아서 맺은 사람의 연
실낱 같아 부질없다
꽃 지네 꽃이 지네
부는 바람에 꽃 지네
이제 님 오시려나
나는 그저 애만 태우네
바람이 부는 것은
더운 내 맘 삭여주려
계절이 다 가도록
나는 애만 태우네
꽃잎 흩날리던 늦봄의 밤
아직 남은 님의 향기
이제나 오시려나
나는 애만 태우네","발라드, 록/메탈",2004.03.05
405,이수영,휠릴리,"누구도 원할 줄 몰랐죠
이 날이 오기 전에 난
어떻게 품는 줄 몰랐죠
그댈 만나기 전에
휠릴리 여길 좀 보아요
휠릴리 내게로 걸어와요
휠릴리 왜 잘못 가나요
잘 봐요 그녀가 아니라 나예요
얼마나 불어야 아나요
얼마나 커야 그대가 듣나요
고단한 사랑은
한번도 쉰 적이 없는데
언제 날 알아 보나요
언제나 날 사랑하게 되나요
그대가 나라면
참 쉬운 일일텐데
이제는 멈출 줄 모르죠
시작만 있나 봐요 난
그대밖에는 더 모르죠
배우고 싶지 않아
휠릴리 그녀와 행복이
휠릴리 날 불행하게 해요
휠릴리 난 될 수 없나요
잘 봐요 내 안에 그대도
그대죠
얼마나 불어야 아나요
얼마나 커야 그대가 듣나요
고단한 사랑은
한번도 쉰 적이 없는데
언제 날 알아 보나요
언제나 날 사랑하게 되나요
그대가 나라면
참 쉬운 일일텐데
마음에 돌을 더 얹어도
그리움 무게만 못하죠
두 눈이 멀게 될 순간까지
난 보고싶어
기다려도 올 수 없나요
그대의 내일에도 난 없나요
그대가 오기 전
가슴을 접을 수 없는데
정녕 잊을 날 오나요
잊으려 애쓰면 잊게 되나요
늘 먼저 잊는건
잊잔 그 맘 부턴데
날 잊어야 그댈 잊을까요",발라드,2004.09.09
406,SE7EN,열정,"뜨거운 가슴에 너를 안을래
내가 죽는 날까지 너만 사랑할래
나는 everyday 너만 생각해
다른 사람은 절대 안돼 너야만해

내 모든걸 다 바쳤지
원하는건 다 사줬지
아낌없이 주고만 싶었어

하지만 너는 모르지 너에게 나는 오로지
친구 이상은 아니라고
다른 사람을 만나려 하네
다른 사랑을 찾으려 하네
나에겐 오직 너 하나밖에 없는걸 알잖아
내 맘을 받아줘

(One! Two! Three! Four!
Five,Sixth,Seven~!! 자 let's go~!)

뜨거운 가슴에 너를 안을래
내가 죽는 날까지 너만 사랑할래
나는 Everyday 너만 생각해
다른 사람은 절대 안돼 너야만해

너의 다른 그 시선이
니가 잡은 그의 손이
너무나도 어울리지않아

생각해봐 내 가슴이
얼마나 찢어지는지
난 그저 울고만 싶었어

마음을 열어 더 늦기전에
나를 남자로 봐주길 원해
행복한 미래가 눈에 선해
제발 날 받아줘 내맘 좀 알아줘

(One! Two! Three! Four!
Five,Sixth,Seven~!! 자 let's go~!)

뜨거운 가슴에 너를 안을래
내가 죽는 날까지 너만 사랑할래
나는 Everyday 너만 생각해
다른 사람은 절대 안돼 너야만해

왜 너는 내 맘 모르니
몰라도 너무 모르지
왜 자꾸 나를 피하니

(One! Two! Three! Four!
Five,Sixth,Seven~!! 자 let's go~!)

뜨거운 가슴에 (나의 가슴에)
너를 안을래 (너를 안을래)
내가 죽는 날까지 (oh~ 너를 너무 사랑해)
너만 사랑할래
나는 Everyday (난 Everyday)
너만 생각해 (널 생각해)
다른 사람은 절대 안돼 너야만해 -",R&B/Soul,2004.07.07
407,이수영,광화문 연가,"이제모두 세월따라 흔적도 없이 변해갔지만
덕수궁 돌담길엔 아직 남아 있어요
다정히 걸어가는 연인들
언젠가는 우리모두
세월을 따라 떠나가지만
언덕밑 정동길엔 아직 남아있어요
눈덮힌 조그만 교회당
향긋한 오월의 꽃향기가
가슴깊이 그리워지면
눈내린 광화문 네거리 이곳에
이렇게 다시 찾아와요
언젠가는 우리모두
세월을 따라 떠나가지만
언덕밑 정동길엔 아직 남아있어요
눈덮힌 조그만 교회당

향긋한 오월의 꽃향기가
가슴깊이 그리워지면
눈내린 광화문 네거리 이곳에
이렇게 다시 찾아와요
언젠가는 우리모두
세월을 따라 떠나가지만
언덕밑 정동길엔 아직 남아있어요
눈덮힌 조그만 교회당",발라드,2004.01.12
408,휘성 (Realslow),불치병 (Feat. Masta Wu),"난 오늘도 혀를 깨물어
네 뒤에서 아픈
사랑을 외쳐
두 손 흔들어도 불러봐도
대답없는 내 사랑 너를 향해서
나 뭐든 하겠어
네가 원한다면 하늘의 별
아니 달을 주겠어
날 알아줘 받아줘
떨고 있는 거친
내 두 손을 잡아줘
너를 가지려 애써도
난 갖진 못하고
언제나 네 뒤에 있는 걸
나를 보이려 해봐도
그럴 필요 없다고
언제나 넌 못본 척 하는 걸
Don't know why
널 다 잊고 싶은데
Want To cry
더는 아프기싫은데
너란 사랑에 빠진 난
하룰 더 견뎌내지만
가끔 나 혼자만 널 갖고
널 안고 싶어
더 이상 견디기 내가 싫어
한 걸음만 다가가
너를 부르고
또 너를 원하고 싶지만
나보다 더 괜찮은 사람
네 곁을 지키는 너의 사랑
혹시 나를 볼까봐
오늘도 내 맘도
가려둔 채 난 울기만 해
너를 참으려 애써도
난 참지 못하고
더 참지 못하고
언제나 눈뜨면 찾는 걸
나를 숨기려 해봐도
그럴 자신 없다고 언제나
언제나
내 안에 난 말하는 걸
Don't know why
널 위해 줄 건 없는데
Want To cry
잘난 것도 난 없는데
너란 사랑에 빠진 난
절대로 안된다는
사실도 알지만
가끔 나 혼자만 널 갖고
널 안고 싶어
더 이상 견디기 내가 싫어
한 걸음만 다가가
너를 부르고
너를 원하고 싶지만
나보다 괜찮은 사람
네 곁을 지키는 너의 사랑
혹시 나를 볼까 봐
오늘도 내 맘도
가려둔 채 난 울기만 해
계속 바라만 보는 내자신이
너무 싫어
정말 지치고 지쳤어
이젠 싫어
너를 향한 내 마음은
가을의 하늘 보다도
높지만 곱지만
애타는 속타는
아픈 사랑 싫어
그대 같은 나쁜 사람
이젠 싫어
더는 숨기지 않을래
절대 안 참을래 하는데
어느새 난 몰래
Please Give me
one chance
Don't wanna
be a fool anymore
Don't know why
네 옆에 걷고 싶은데
Want to cry
네 손에 닿고 싶은데
너란 사랑에 빠진 난
소리쳐 말하고 싶지만
자꾸 네 뒤에만
숨죽여 널 보고 싶어
이런 내 모습이 너무 싫어
한 걸음 더 물러나
행복하기만
더 바라고 싶지만
너보다 더 괜찮은 사람
절대로 없다는 나의 사랑
혹시 내게 올까봐
내일도 내 맘도
간직한 채 난 웃기만 해
자꾸 네 뒤에만
숨죽여 널 보고 싶어
이런 내 모습이 너무 싫어
한걸음 더 물러나
행복하기만
더 바라고 싶지만
너보다 더 괜찮은 사람
절대로 없다는 나의 사랑
혹시 내게 올까봐
웃고 난 웃고 또
웃기만
웃기만 해",R&B/Soul,2004.10.16
409,보아 (BoA),My Name,"너무 가까운 느낌만을 원했던 건지
알잖아 내가 원하는 것

그 어떤 사람과도 다른 나
어쩜 너라면..날 바꿀 수 있어

Oh, 감춰왔던 날 말하자면,
U Feel Like, 아마 놀랄 거야
지금 내 모습은 단지
어제 같은 모습대로 충분한지
내가 아닌 다른 얼굴 갖힌 거라면
불러 줄래 My Name

Don't wanna fake it!
너를 알게 된 후
매일 기다린 phone call
I got to make it! 어느새 알게 했어
매일 같은 식,
또 아직 먼 듯한 내일, ahh..
그렇다면 take it!
아주 조금만큼 뭐든 되고픈 현실

너를 알게 된 후
매일 달라진 Fine Days

의심 갖진 마 조금만 더 나를 알아봐
좋지 않아? 날 닮아가는 것

Oh, 나를 찾는 네 눈 속에서,
I Feel Like, 다시 가질 거야
흐린 불빛 속에 몸속
가득 넘쳐나는 새로운 속삭임
바로 지금부터 모두 시작된다면
불러 줄래 My Name

Don't wanna fake it!
내가 느낀 대로 너를 가지고 싶어
I got to make it! 어설픈 어느 순간
빠져버렸어,
이미 난 멈출 수 없어, ahh..
그렇다면 take it!
보고 싶은 만큼 항상 내 곁에 있어

너를 알게 된 후
매일 기다린 phone call
내가 느낀 대로 너를 가지고 싶어
With me...

Don't wanna fake it!
너를 알게 된 후
매일 기다린 phone call
I got to make it! 어느새 알게 했어
매일 같은 식,
또 아직 먼 듯한 내일, ahh..
그렇다면 take it!
아주 조금만큼 뭐든 되고픈 현실

Don't wanna fake it!
내가 느낀 대로 너를 가지고 싶어
I got to make it! 어설픈 어느 순간
빠져버렸어,
이미 난 멈출 수 없어, ahh..
그렇다면 take it!
보고 싶은 만큼 항상 내 곁에 있어",댄스,2004.06.11
410,김형중,그녀가 웃잖아....,"그래 그렇게 제발 좀 웃어봐
웃는 여자중엔 니가 젤 예쁜걸
내 말 앞에 손사래 쳐도
좋은듯 행복한듯 웃는 니가
나의 삶에 햇살이잖니
밤새도 눈 빨개져도 난 좋았어
너를 웃게해줄 생각에 들떠서
혹시 중간에 끊길까봐
재미있는 얘길 달달외고
준비한게 탄로날까 연습도 했었지
널 떠난사람 잊을수 있다면
널 울린사람 거둬낼수 있다면
광대라도 좋아 바보가 된다해도
너만 기쁘면 그보다 더한것도 난
누군가 내게 니 사랑과 행복중
하나만 고르라면 택하라면
한치 망설임도 없이
언제나 난 니 행복이고 싶어
니가 나를 사랑하지 않는다 해도
내가 널 사랑하니까 남자니까
우는건 아픈건 내가 할게 넌 웃어줘
가끔 날 보며 웃는 널 보면서
나를 사랑한단 착각을 하나봐
아니 지금은 아니라도
나를 사랑해라 사랑해라
가슴으로 너를 향해 주문도 거나봐
그 꿈에서 또 깨면 쓸쓸해도
널 볼수록 더 가슴이 미어져도
뒤돌아서 눈물 삼키고 삼켜내도
너를 몰랐던 그날들 보다 괜찮아
널 위해 할수 있는게 참 없잖니
사랑을 얻는일도 하는일도
그게 나를 또 얼마나
미치게 하는건지 니가 알까
끝내 몰라도 돼 부탁 하나만 할게
널 웃게 만드는 일만 허락해줘
우는건 아픈건 내가 할게 넌
웃어줘",발라드,2004.05.28
411,바비 킴,고래의 꿈 (Falling In Love Again) (Feat. 김영근),"파란 바다 저 끝 어딘가
사랑을 찾아서 오예
하얀 꼬리 세워 길 떠나는 나는
바다의 큰 고래 오예
이렇게 너를 찾아서
계속 헤매고 있나 오예
저 하얀 파도는 내 마음을 baby
다시 흔들어 너를 사랑하게 해
I'm fall in love again 너를 찾아서
나의 지친 몸짓은 파도 위를 가르네
I'm fall in love again 너 하나만
나를 편히 쉬게 할 꿈인걸 넌 아는지
먼 훗날 어느 외딴바다의
고래를 본다면 오예
꼭 한번쯤 손을 흔들어 줘 baby
혹시 널 아는 나일지도 모르니
I'm fall in love again 너는 바다야
나는 그 안에 있는 작은 고래 한 마리
I'm fall in love again 왜 이렇게
돌고 돌아야 하나 내 맘을 왜 몰라
한 잔 두 잔 술에 잊혀질 줄 알았어
운명이란 없다고 말 했었던 나인데
하지만 난 너를 보며 사랑에 빠져
이제 꿈을 찾아 떠나 바다를 향해
I'm fall in love again 너를 찾아서
나의 지친 몸짓은 파도 위를 가르네
I'm fall in love again 너 하나만
나를 편히 쉬게 할 꿈인걸 넌 아는지
I'm fall in love again 너를 찾아서
나의 지친 몸짓은 파도위를 가르네
I'm fall in love again
너 하나만 나를 편히 쉬게 할 꿈인걸
너는 아는지",랩/힙합,2004.08.06
412,김진표,시간을 찾아서 (Feat. 이적),"내 나이 여섯살 때
크지 않은 언덕 위에
작지만 너무도 예쁜 놀이터
하나 있었었지.
거기엔 언제나 혼자,
풀밭에 앉아 예쁜꽃 찾아,
노래를 부르던 여자애 하나.
내 맘을 흔들었지.
말 한번 하지도 못하고
단 한번에 맘을 뺏겨
어린 맘에 찾아든 이상한 감정에 잠까지 뒤척여
주먹을 꼭 쥐고 엄마께 말하고
그녀와 꼭 결혼 하겠다고.
내 나이 스물 여덟
시간은 금새 흘렀는걸
동화 속 공주님 같은 얘기는
내게 너무 사치인걸
이리로 가다, 때로는 저리 가다
계속해 뛰다보면 어느샌가 시간은 흘러
이렇게나 미쳐가나
지나가는 시간을 잡고
한번은 말을 걸고 싶은 건데
날 위해 한번만
멈추어 주었으면 좋겠는데
내가 꿈꾸는 추억 속으로
떠날 한번의 기회
동화 속 공주님을 위해
시간은 도대체 어디 살고 있을까
매일 같이 넌 달리기만 하잖아
혹시 나 몰래 넌 햇볕드는 창에서
쉬고 있진 않을까

어렸을때 내가 훔친
어머니 지갑 속 오백원
되돌려 주지 않은
만화책들이 집에 세 권
아무런 이유도 없이
약한 자를 때린건 네 번
난 거짓말을 매 번
그냥 가책없이 말했던
그때 그 장난 가득한 어린시절에도
난 계속 사고는 쳤지만
내게 행복만 내 주변에 가득했지만
나 지금 내모습 보며, 쓴 웃음만 또 지며,
그때로 돌아가길 간절히 한번 빌어보지만
시간은 도대체 어디 살고 있을까
매일 같이 넌 달리기만 하잖아
혹시 나 몰래 넌 햇볕드는 창에서
쉬고 있진 않을까
어렸을적 나는 고층건물 유릴 닦고 싶다고
그럼 난 하늘을 나는 기분을 느낄 수가 있다고
아님 커서 택시 운전사가 난 될꺼라고
그럼 난 세상 어디든지 여행 다닐 수 있을꺼라고
아니면 난 구멍 가게 주인이 되고 싶다고
그럼 난 내가 원하는 과자
마음대로 먹을 수가 있다고
이 세 가지중 반드시 한가지는 이루겠다고
그렇다고 내 일기장에 적혀있다고

시간은 도대체 어디 숨어있을까
단 한번만 붙잡고도 싶은데
언젠가 나 너를 보게 되는 그 날에
내 작은 상자 안에 널 넣어둘꺼야
이렇게
나 너만 있으면 눈물 흘리지도 않을텐데
가슴 아픈 기억들을 모조리 되돌릴텐데
또 기억 저편에 보내
저 멀리 나를 보내고 오래
머무르며 그녀의 노래 들을수 있을텐데
아마 평생 내가 너를
보는 날은 오지 않겠지
세월이 흘러 주름이 지면 너가 말해주겠지
난 언제나 항상 너와 함게 했다고
다만 니가 몰랐던 것 뿐이라고",랩/힙합,2004.05.24
413,김동률,이제서야,"가끔 거리를 나서면 온통 행복한 연인들
자꾸만 왜 걸음이 바빠만 지고
괜시리 울컥 화가 나는지
혼자서 영화를 볼 때나 슬픈 음악을 들을 땐
생각 없이 한바탕 울며 웃다가
터질 듯 가슴이 저며오곤 해
사랑해 되뇌이다 왜 나도 몰래 미안하단
말이 섞여 나오는지
잘못했던 것만 생각나는지
한발 늦어서 다 알게 되는지

술 취한 밤이면 전화번호 수첩을 뒤적이다가
멍하니 잠을 또 설치기도 해
돌아와 말도 못하고 나 혼자서 쓸데없이
헛된 기대만 하는지
왜 이렇게 내가 바보 같은지

나의 부족한 사랑에 지쳐 떠나간 거라면
이젠 난 준비가 된 것도 같은데
매일 웃게 해줄 수 있을 텐데
헤어진 아픔에 비해 다시 시작하는 건
내겐 너무 쉬울 것만 같은데
정말 잘할 수 있을 것 같은데
이제서야 난 다 알 것 같은데..",발라드,2004.03.09
414,엠씨더맥스 (M.C the MAX),사랑의 時(시),"한참을 앓고 있죠
사랑한단 뜻이에요
이 사랑을 깨달은 순간이
제 인생에 젤 힘든 날이었죠
피할 수 없어 부딪힌 거라고
비킬 수도 없어 받아들인 거라고
하지만 없죠 절 인정할 사람
세상은 제 맘
미친 장난으로만 보겠죠
바람이 차네요
제 얘기를 듣나요
저 같은 사랑 해봤던 사람
혹 있다면은 절 이해할 테죠
단념은 더욱 집착을 만들고
단념은 더욱 나를 아프게 하고
어떻게 하죠 너무 늦었는데
세상과 저는
다른 사랑을 하고 있네요
피할 수 없어 부딪힌 거라고
비킬 수도 없어 받아들인 거라고
하지만 없죠 절 인정할 사람
세상은 제 맘
미친 장난으로만 보겠죠
담배도 없네요 달도 쓸쓸하네요
저 같은 사랑 시작한 사람
혹 있다면은 도망쳐요",발라드,2003.12.11
415,바이브,오래오래,"난 이별을 몰라서 사랑만 알아서
많이 힘이 든가봐
넌 이별을 알아서 사랑은 몰라서
많이 쉬웠었나봐

너를 사랑하는 한 남자로 태어나서
나는 단 한번도 후회한적 없었다고
나 너를 위해 목숨까지 다 바쳐서 사랑했지만
이젠 나에겐 눈물이 되는걸

부디 오래오래 오래오래 오래오래 오래오래
그대곁에 있을께 심장이 멈출때 까지
기쁜 날들을 행복을 줄게
오래오래 오래오래 오래오래 오래오래
그냥 곁에 있을께 시간이 멈출때 까지
슬픈날들을 우리는 없게

넌 모를꺼야
내가 얼마만큼 너를 사랑하는지

너를 사랑하는 한 남자로 태어나서
나는 단 한번도 후회한적 없었다고
나 너를 위해 목숨까지 다 바쳐서 사랑했지만
이젠 나에겐 눈물이 되는걸

부디 오래오래 오래오래 오래오래 오래오래
다신 보지 말자고 다신 볼순 없다고
오래오래 오래오래 오래오래 오래오래
너를 잊고살아도 그냥 곁에있을께
다신 볼수없어도 내가 숨을 쉴때까진
너에 곁에 있을께 내가 널 지켜줄게

너를 사랑하는 한 남자로 태어나서
너의 곁에 있을께 내가 널 지켜줄게

너를 사랑하는 남자로 태어나서
나는 단 한번도 후회한적 없었다고
너를 위해 지옥까지 갈 수 있는 나의 사랑아
내가 너의 천사가 되줄게",R&B/Soul,2003.11.28
