,가수,곡명,가사,장르,발매일
36,쿨 (COOL),맥주와 땅콩,"맥주처럼 새하얀 커품의 파도
모아논 어느 작은 섬 우리는 돛을 내려
투명한 아침 햇살은 삼페인처럼 터지고
더 이상 행복할수는 없을 것 같아 지금 우리
밤이면 후 라디오에선
먼 메아리처럼 사랑의 노래
너의 입속에 내 가슴에도 부푼 그 말은
사랑해 너를 언제까지나
oh Happy summer summer
너의 눈속에 쏟아진 별처럼 영원의 시간까지
너의 작은 어깨 기대면 텐트 속 어둠은
바다가 되지 나의 summer summer
하늘마저도 질투가 날만큼 너만을 사랑해
천국은 가까이 사랑하는 내 안에 있어
투명한 유리잔에 퍼 울리면 황금빛 와인이 되는
가슴에 담으면 모든것이 행복이 되는 천국처럼
common babe love me babe
사랑해 사랑해 나는 너를 사랑해
무박 이일, 둘 만의 기차여행에
어느새 들뜬 우리는 새처럼 자유롭지
가벼운 농담만으로 유리알처럼 뒹구는
해맑은 웃음 소리에 행복이 벌써 가득한걸
밤이면 후 라디오에선
먼 메이라처럼 사랑의 노래
너의 입속에 내 가슴에도 부푼 그 말은
사랑해 너를 언제까지나
oh happy summer summer
너의 눈속에 쏟아진 별처럼 영원의 시간까지
너의 작은 어깨 기대면 텐트 속 어둠은
바다가 되지 나의 summer summer
하늘마저도 질투가 날만큼 너만을 사랑해
천국은 가까이 사랑하는 내안에 있어",댄스,2000.04.22
37,이수영,I Believe,"그대 그 약속을 기억하고 있을까요

I believe, I believe, I believe

많이 변했을 내 모습을 알아볼까요

and I believe, I believe, I believe

니가 전학간 날 너의 빈 책상위에

새겨져 있던 그 말을 난 기억해요

오늘이 바로 그대 약속한 그 날인걸요

오지 못할 거란 걸 알고있어

앞으로도 영원히 볼 수 없다는 것을

이젠 이 세상에 너란 사람은 없는거니

내가 잘못 안 것이길 빌고 있어

우리 약속한 이 곳에서

처음부터 운명이란 걸 난 느꼈어요

I believe, I believe, I believe

친근한 말 한 마디조차 한 적 없지만

and I believe, I believe, I believe

슬픈 그대 얼굴 이유를 알았을 때

애써 담담한 표정만 짓고 있었죠

연락하기로 해 웃으며 말하던 너는 어디있니

오지 못할 거란 걸 알고있어

앞으로도 영원히 볼 수 없다는 것을

이젠 이 세상에 너란 사람은 없는거니

내가 잘못 안 것이길 빌고있어

우리 약속한 이 곳에서",발라드,1999.11.17
38,god,애수(哀愁),"난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
세상 모든 곳 그대가
있을 만한곳
모두 뒤져봐도 그대를
찾지 못했어
그대는 어딨는 거야 왜 날날
떠나간 거야
내말 안 들리는 거야 내가
널 찾는걸
모르는거야 그런 거야 아니면
나를 만나면
안 될 이유라도 있는 거야
그러면 좋아 내가 널 이렇게
목놓아 부르지 않게
한번만이라도 잠깐만이라도
내 앞에 나타나 줘
꿈속에서라도 나를 봐 조금씩
무너지는
내 모습을 봐 널 찾아
헤매이는 난
지금 힘들어 니가 보고 싶어
니가 날 떠난 그 직후부터
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
우린 행복했어 정말 행복했어
세상 누구보다 예쁜 사랑을 했어
처음 만난 그 순간 하늘에서
예쁜 눈을 뿌려줬어
마치 한 장면의 영화처럼
너무 아름다운 너와 내가
눈이 맞았었지 움직일
수 없었지
그렇게 우리의 사랑은
시작되었지
그리고 나서 우리는 예쁜
그림을 그리는
꼬마 아이들처럼 그 눈빛처럼
맑고 맑은 유리구슬처럼
투명한 사랑을 만들어 갔어
꿈을 꾸며 함께 미래를 그려봤어
그러다 그녀가 사라졌어
한마디 말도 없이
그렇게 그렇게 내곁을 떠났어
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해
제발 돌아와 내말 안 들려
어서 나타나 나 지금 흔들려
나를 잡아 줘 나를 붙잡아 줘
어서 하루가 다르게 무너지는
날 일으켜 줘
너는 나를 잘 알잖아 난
너밖에 없잖아
니가 없으면 아무 것도
못한다는 걸 알잖아
왜 그래 도대체 왜 이래
대체 왜 이렇게
날 자꾸만 힘들게 해
니가 어디 있든 어디서
무얼 하든
누구와 있었든 그 이유가
무엇이든
아무 것도 묻지 않을게
넌 돌아오기만 하면 돼 난
그전엔 그날이 오기 전에
어쩔 수 없어
난 이렇게 밖엔 살아갈 수 없어
너만을 기다리며 멈출 수 없어
널 찾아 헤매이며
ah girl No I can't live
without you
everything I see it reminds
me of you
My heart is so cold
Please come back to me
난 아직도 그대를 잊지 못해
오늘도 그댈 찾아 이
거리를 헤매
난 아직까지 그대만을 원해
다른 사랑을 하지 못해",댄스,1999.11.25
39,터보,Cyber Lover,"I met a girl inside
I fell in love inside
I wanna be her lover
I wanna love forever
cyber lover
you cyber lover
cyber lover
그녀의 말투에
나는 빠졌어 그랬어
지난 사랑 얘기에
나도 모를 질투 아직
한번도 만나지 못했지 만
하지만 우리끼리통하는
여긴 cyber world
오늘 아침 니가 보내온
향기 가득한 메일이
나의 하루를 행복하게
만들어 주겠지
어떤 모습
어떤 눈빛일까
너무 보고 싶지만
왠지 난 이대로가
그냥 좋은걸-
속상했던 일이 생겨도-
또 마음이
서글퍼질때도
너와의 얘기속에
어느샌가 사라-져
왜 내 마음이
설랠까
한번도 만나지
않았는데
어떻게 내게 이런 느낌
생길수가 있을까
널
사랑하는지 몰라
세상에 지쳐있는
내 눈빛보다
가슴부터 차오르는
느낌 사랑이 아닐까 oh
cyber lover
you cyber lover
cyber lover
니가 너무 보고 싶어
너에게 어울리는
선물도 하고 싶어
비록 얼굴도
이름도 모르지만
니속에 모든걸
알고 싶어
널 보면 실망하고
허무하고 슬퍼질지도
I don't know
하지만 넌 이미
이세상 최고의
나만의 cyber lover
오늘은 널 볼수 없었어
종일 널 찾아 다녔지
이런적 없던 너였기에
당황도 되었지
혹시 무슨일이 있는건지
왠지 걱정도 됐고
이렇게 변한 네게
화도 났었어-
언제라도
내가 찾으면-
늘 그곳에
있어주었던 너
그래서 바보처럼
가끔씩은 잊혀-져
늘 함께 있을
사랑을
체온이 느껴지는
사랑을
나보다 더 큰
행복으로
지켜주는 사랑을
널 만날수는 없겠지
이대로 추억속에
남게 될지도
그렇지만 변함없을거야
내 상상속에서 oh

I met a girl inside
I fell in love inside
I wanna be her lover
I wanna love forever
cyber lover
you cyber lover
cyber lover
cyber lover-",댄스,2000.01.26
40,DJ DOC,머피의 법칙,"돈 싫어 명예 싫어
따분한 음악 우린 정말 싫어
펑키 비트의 신나는 댄스
노래하는 창렬이
래퍼 스카이 래퍼 재용
우리들은 DOC DJ DOC
친구들과 미팅을 갔었지
뚱뚱하고 못생긴 애 있길래
와 재만 빼고 다른애는 다 괜찮아
그래도 꼭 개랑 나랑 짝이 되지
내가 맘에 들어하는 여자들은
꼭 내 친구 여자 친구이거나
우리 형 애인 형 친구 애인
아니면 꼭 동성동본
세상에 어떻게 이럴수가
나는 도대체 되는일이 하나 없는지
언제쯤 내게도 기가 막힌
그런 눈부신 여자친구 하나 생길까
세상 모든게 다 내뜻과
어긋나 힘들게 날 하여도
내가 꿈꿔온 내 사랑은
널 위해 내 뜻대로 이루고 말테야
나나나나 나나나나 나나나나
나나나나
나나나나 나나나나 나나나나
나나나나 나나나나나
오랜만에 꼬질꼬질한 모습으로
우리동네 목욕탕을 찾은 날은
한 달에 두 번 있는 정기휴일이
왜 꼭걸리는 거야 어
꼬질꼬질 지저분한 내 모습
그녀에게 들키지 말아야지 하면
벌써 저 쪽에서 그녀가
날 꼭 어이없이 바라볼까
세상에 그 어떤 누구라도
너와 바꿀 수 없다는걸 우린 알잖아
세상에 그 어떤 어려움도
우리 사랑을 갈라놓을 순 없잖아
세상 모든게 다 내 뜻과
어긋나 힘들게 말하여도
내가 꿈꿔온 내 사랑은
널 위해 내 뜻대로 이루고 말테야
나나나나 나나나나 나나나나
나나나나
나나나나 나나나나 나나나나
나나나나 나나나나
요 머피의 법칙 I like the full
music DJ DOC
머피의 법칙 자 다같이 오
예 오예 아 예 아예
아하 아하 Say one Two
One Two Three Four
나나나나 나나나나 나나나나
나나나나
나나나나 나나나나 나나나나
나나나나 나나나나","발라드, 댄스, 랩/힙합",1995.05.19
41,YB (윤도현 밴드),너를 보내고,"구름낀 하늘은 왠지 네가 살고 있는
나라일 것 같아서
창문들마저도 닫지 못하고
하루종일 서성이며 있었지
삶의 작은 문턱조차
쉽사리 넘지 못했던 너에게
나는 무슨 말이 하고 파서 였을까
먼산 언저리마다
너를 남기고 돌아서는
내게 시간은 그만 놓아주라는데
난 왜 너 닮은 목소리마저
가슴에 품고도 같이가자 하지 못했나
길잃은 작은 새 한마리가
하늘 향해 그리움 외칠때
같이 놀던 어린나무 한그루
혼자 남게 되는게 싫었지
해 저가는 넓은 들판 위에서
차가운 바람불어도
들려오던 노래 내곁에 없었지
먼산 언저리마다
너를 남기고 돌아서는
내게 시간은 그만 놓아주라는데
난 왜 너 닮은 목소리마저
가슴에 품고도 같이가자 하지 못했나
먼산 언저리마다
너를 남기고 돌아서는
내게 시간은 그만 놓아주라는데
난 왜 너 닮은 목소리마저
가슴에 품고도 같이가자 하지 못했나",록/메탈,1999.12.01
42,김건모,부메랑,"다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
나를 걱정해서 내게 오는 거라면
이제는 아무렇지도 않아
니가 후회해서 돌아오는 거라도
이번에는 내가 싫어
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
이제야 간신히 너의 그늘 속에서
벗어나 담담할 수 있는데
난 항상 너에게 목을 메고 있다고
그렇게 착각 한 거니
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
다가오지마
다가오지마 더 이상
위로될 수 없다는 것을
모르는 것처럼
걱정하지마 차라리
편하기까지 하다니까
믿고 싶지 않니
다가오지마 언젠가 다시는
사랑 할 수 있데도
No no no no no
이젠 괜찮아 괜찮아
그 만큼 그만큼의 고통뿐
이젠 괜찮아
다가오지마
걱정하지마
오 이젠 괜찮아",발라드,1999.11.20
43,백지영,Sad Salsa,"이렇게 끝내야만 하나
깊어진 나의 사랑을
그대의 숨결로만
자라난 내 사랑인데
이렇게 그대 돌아서면
다시는 볼 수 없는데
어떻게 해야 하는지도
모른 채 자꾸 눈물만
가지 말라고 가지 말라고
한 마디 말이라도 해야 할텐데
함께 했었던 시간속에서
어떤 걸 제일 먼저
잊어야할지 모르는데
이젠 어떻게 살아야 하나
온 몸 가득 남겨진 사랑을
이젠 다가올 사랑은 없어
그대 남긴 상처때문에
이렇게 끝낼수는 없어
그대를 보낼 순 없어
그대를 잊어야 할
이유라도 만들어 줘
멈춰 버린 시간속에
쌓여만 가는 그리움
그대가 없는 나의 모습
그대가 더 잘 알텐데
잠깐일거야 돌아올거야
그대도 나 아니면 안될거라고
알게 될거야 우리 사랑이
그렇게 쉽게 끝낼 수 없다는 걸
그렇게 날 위로했지만
이미 그대는 저 만큼 멀리
날 등진채 떠나고 있잖아
이젠 목마른 보고픔으로
기다릴게 다시 그대를
이제 나 없는 그대의 모습
행복하길 기도 했었지만
나의 마지막 기도는 항상
그대 사랑 내가 되길",댄스,2000.04.17
44,롤러 코스터,"힘을 내요, 미스터 김","오늘도 많이 바쁜가요
또 자꾸 짜증이 나나 봐요
벌써 몇 번째 한숨 쉬고
끊었던 담배 다시 피우나요
거울을 봐요 충혈된 두 눈에
언제나 용모단정
이게 아닌데 하면서도
등만 대면 잠이 와요
이름을 말해봐요 미스터 김
당신이 꿈꾸던 삶은 어디에
하고 싶었던 일 뭔가요
아직도 늦지 않았어
당신이 바라는 대로 하세요
멋있게 행복하게 사는 거죠
잘 다려진 와이셔츠에
빤짝이는 검은 구두
무표정한 얼굴 뒤에는
무슨 생각하나요
이름을 말해봐요 미스터 김
당신이 꿈꾸던 삶은 어디에
기죽지 말아요 어깨를 쫙 펴고
당당히 맞서요
이제부터라도 신나게
맘대로 멋지게 사는 거죠
하고 싶었던 일 뭔가요
아직도 늦지 않았어
당신이 바라는 대로 하세요
멋있게 힘을 내요 미스터 김
하고 싶었던 일 뭔가요
아직도 늦지 않았어
당신이 바라는 대로 하세요
멋있게 힘을 내요 미스터 김
기죽지 말아요 어깨를 쫙 펴고
당당히 맞서요
이제부터라도 신나게
맘대로 멋지게 사는 거죠
하고 싶었던 일 뭔가요
아직도 늦지 않았어
당신이 바라는 대로 하세요
멋있게 힘을 내요 미스터 김",록/메탈,2000.08.01
45,박지윤,성인식,"그대여 뭘 망설이나요
그대 원하고 있죠
눈앞에 있는 날
알아요 그대 뭘 원하는지
뭘 기다리는지 그대여
이리와요
나도 언제까지 그대가
생각하는 소녀가 아니예요
이제 나
여자로 태어났죠
기다려준 그대가 고마울 뿐이죠
나 이제 그대 입맞춤에
여자가 돼요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요
그대여 나 허락 할래요
나만을 바라보던 그대의 사랑을
사랑은 너무나 달콤하고
향기로운거란 걸 내게
가르쳐줘요
항상 힘들어하는 그대
기다려 주던 그대
모습 바라보는 내 마음도
아팠어요
하지만 이제 내게 더
기다려야 될
이유가 없어지는 날이 온 거예요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요
나도 언제까지 그대가
생각하는 소녀가
아니예요 이제 나 여자로
태어났죠
기다려준 그대가 고마울
뿐이죠 나
이제 그대 입맞춤에
여자가 돼요
난 이제 더 이상 소녀가
아니예요
그대 더 이상 망설이지 말아요
그대 기다렸던 만큼
나도 오늘을 기다렸어요
장미 스무송일 내게 줘요
그대 사랑을 느낄 수 있게
그댈 기다리며 나 이제
눈을 감아요",댄스,2000.07.26
46,서태지,울트라맨이야,"we are the youth youth youth
항상 못된 내겐 truth truth truth
내게 미쳤다고 그래 모두 그래
다들 그래 다들 그래
마져 그래 난 더 미치고 싶어
울트라맨 어렸을적 내 꿈엔
울트라맨 여긴 진정 어떤 나라인지
울트라맨 이제부턴 진정 난
울트라맨 수퍼 초울트라 매니아
솔직한 해답을 갖자 영웅이란 존재는 더는 없어
이미 죽은지 오래 무척 오래
저 태양아래 바로 이날의 영웅은 바로 너야
울트라맨 어렸을적 내 꿈엔
울트라맨 여긴 진정 어떤 나라인지
울트라맨 이제부턴 진정 난
울트라맨 수퍼 초울트라 매니아
반듯했던 네겐 울트라 같은 펀치
간듯했던 네겐 울트라 같은 펀치
빈듯했던 내게 울트라 같은 펀치
간듯했던 내겐 울트라 같은 펀치
심사의 세대 닫힌 네겐
서툰 새빛조차 두렵겠지만
난 좋기만해 난 더 기대가 돼
너 다시 내게 짓굳게 굴땐 가만안두리라
넌 이제 울트라의 이름의 심판 받으리라
네 잣대로다 우릴 논하다 조만간 넌 꼭

we are the youth youth youth
항상 넌 또 내겐 juice juice juice
내게 미쳤다고 모두 그래 다들 그래
미친 매니아들에 세상 밝은 미친 세상
울트라맨 어렸을적 내 꿈엔
울트라맨 여긴 진정 어떤 나라인지
울트라맨 이제부턴 진정 난
울트라맨 수퍼 초울트라 매니아",록/메탈,2000.09.09
47,박기영,Blue Sky,"어두운 밤 기나긴꿈을 따라 널 기다릴 내게로 와
너만을 위해서 난 노래해 Blue sky
내맘을 채우는 빗줄기처럼 널 가득히 담아줄께
너만을 위해서 난 노래해 Blue sky
새벽은 소리없이 너와 날 불러내도 oh
가슴을 열어 크게 소리쳐 우릴 비춰줄 저 태양과
함께 마음을 열어 크게 소리쳐 나와 노래해
빰빰빠 빰빠빠 빠~
어두운 밤 밝은 달빛을 찾아 널 기다릴 내게로 와
너만을 위해서 난 노래해 Blue sky
내 맘을 채우는 저 햇살처럼 널 가득히 담아줄게
너만을 위해서 난 노래해 Blue sky
새벽은 소리없이 너와 날 불러내도 oh
가슴을 열어 크게 소리쳐 우릴 비춰줄 저 태양과
함께 마음을 열어 크게 소리쳐 나와 노래해
빰빰빠 빰빠빠 빠~
새벽을 깨워 내게 가져가 모두 채워줄게 oh
가슴을 열어 크게 소리쳐 우릴 비춰줄 저 태양과
함께 마음을 열어 크게 소리쳐 나와 노래해
빰빰빠 빰빠빠
가슴을 열어 크게 소리쳐 우릴 비춰줄 저 태양과
함께 마음을 열어 크게 소리쳐 나와 노래해
빰빰빠 빰빠빠 빠~",록/메탈,2000.03.22
48,서문탁,사슬,"나에겐 니가 묻어 있어
다신 지울 수 없는 얼룩이 되어 있어
나의 몸 어느 한 구석에도
니가 없는 곳 없어 다신 씻을 수 없어

지금은 내 곁에 있지는 않지만
어떻게 너를 지울수 있어 내 삶에

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아
너와의 기억들을


나에겐 니가 맺혀 있어
다신 떨굴 수 없는 눈물이 되어 있어
가드다란 내 숨결 속에도
니가 숨겨져 있어 다신 뱉을 수 없어

지금은 내 곁에 있지는 않지만
어떻게 너를 지울수 있어 내 삶에

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아

너도 자유롭진 않아 영원히 널
내 머리 속에 항상 가두어둘테니

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아
너와의 기억들을",록/메탈,2000.09.18
49,윤종신,Annie,"Annie 혹시나 알고 있나요

내가 사랑한다는 걸



안다면 그대는 나빠요

얼마나 애태웠는지

Annie 이 노랠 듣고 있나요

그대가 바로 Annie예요



말하지 못했던 내마음

이제는 털어놓을께요

야 이 바보야

난 널 사랑하고 있어

얼마나 내게 위안이 됐는지

긴 아픔 멈춘게

다시 웃게 만든게 너야

느끼고 싶어

니가 내게 주는 사랑

바라기만 하는 내 모습

이해해주길 바래

내게로 올 수 있다면

아주 긴 시간동안 보답할께

oh Annie 조금은 후련하네요

정말 외치고 싶었는데



내앞에 Annie는 없지만

고백한거 같아 좋아요



야 이 바보야

난 널 사랑하고 있어

얼마나 내게 위안이 됐는지

긴 아픔 멈춘게

다시 웃게 만든게 너야

느끼고 싶어

니가 내게 주는 사랑

바라기만 하는 내 모습

이해해 주길 바래

내게로 올 수 있다면

아주 긴 시간동안 보답할께

oh Annie 그래도 모르겠나요

그대가 바로 Annie란걸



그래요 모를수도 있죠

아니면 모른척 하는지

oh Annie",발라드,2000.03.23
50,핑클 (Fin.K.L),Now,"came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼
날 보는 시선을 느낄 수 있어
그대로 다가와
call me
조금씩 내 안에 빠져 들어와
널 내게 맡겨봐
kiss me
그냥 보낼 순 없어 나 그려왔던
너를 놓칠 순 없어
내 가슴 파고드는
그 눈빛 속에 나 살고 싶어
Don't say goodbye
I know you miss me I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼
첫눈에 모든걸 다 사로잡았던
환상적인 시선
show me
불꺼진 내 맘을 다 채워주었던
완벽한 니 모습
tell me
내가 느끼는만큼 너 똑같다면
나를 피하지는 마
더 후횐 없는거야
그 체온 속에 날 데려가 줘
Don't say goodbye
I know you miss me
I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
I can't live without you
나는 기다려
운명의 끈에 걸린 너만을 영원히
I know you miss me I'm crazy now
뜨거운 너의 품에 쉴 수 있게
꿈꿔왔던
satisfaction
모든
내 사랑을 다 주고 싶은 나
came in to my life ye
make me fly again ye
늘 바래왔던 상상처럼
always be with you ye
are the one for me ye
내게 눈이 먼것처럼",댄스,2000.10.16
51,이정현,너,"너만을 너무 사랑했었어
그래서 내 모든걸 준거야
왜 갔어 왜 갔어
나를 두고 왜 떠나갔어
이제와서 내가 싫증난거니
숨겨왔던 다른 누가 있었니
얘기를 해봐 내가 단념할수 있게
날 사랑한단 말도
다 아니야 다 아니야
내게 주었던 사랑까지
가져가 가져가
아직까지 여태까지 몰랐었던
사랑을 배웠어
아무것도 가진 것도 없는 나를
나를 울리지마
가끔은 너무 보고 싶어서
뜬눈으로 밤을 새며 울었어
이제 알겠어 너를 사랑했었나봐
너를 잊겠단 말은
내 맘 아니야 아니야
오직 너만을 사랑하도록
길들여졌잖아
아직까지 여태까지 몰랐었던
사랑을 배웠어
아무것도 가진 것도 없는 나를
나를 울리지마
이 세상의 많고 많은 여잘 대신해
한마디만 하고싶어 새겨들어봐
사랑이란 이름으로 장난치지마
너 역시 사랑땜에 울 수도 있어",댄스,2000.06.10
52,엄정화,크로스,"이젠 나의 맘을 막을 수가 없어
너의 그를 사랑하게 되 버린걸
그렇게 애타게 찾아온 사랑이
왜 하필 너의 그 사람인지
난 모르겠어
내 맘을 어떻게 해야해
날 숨겨줘 어디라도
내 안의 사랑을 느낄 수 있는 곳에
용서받지 못한 나의 사랑이
아름다울 수 있도록
날 지켜줘 언제라도
웃으며 함께할 수 있는 그날까지
세상이 우리를 욕한다해도
너만은 축복해주길
바랄뿐야
누가 알까 숨죽이는 나의 모습
비밀 속에 묻고 싶은 사랑인걸
미안해 나만의 사랑을 위하여
우정까지 포기한 나에게
그 어떤 말로
날 저주 한 대도 괜찮아
날 숨겨줘 어디라도
내안의 사랑을 느낄 수 있는 곳에
용서받지 못한 나의 사랑이
아름다울 수 있도록
날 지켜줘 언제라도
웃으며 함께할 수 있는 그날까지
세상이 우리를 욕한다해도
너만은 축복해주길
바랄뿐야",댄스,1999.12.12
53,이현우,Marry Me,"Won't you be my woman
Come on
won't you be my only girl
Won't you be my woman
come on
그대가 아침에 내가 눈을 뜰때에
곁에 있었으면 해 그대가 저녁에
내가 집에 올때에 나를 맞았으면 해-
그대에겐 아주 사소한 일이라도 알고 싶어
그대 내게 말해주었으면 해
오랜 시간을 예--- 기다려왔어
Won't you be my woman 삶이 끝나는 예---
그 순간까지- 그대와 둘이서
그대의 예쁜 미소를 닮은 아이를
아이를 갖고 싶어 어색한 나의 눈빛을
닮은 아이를 너와 키우고 싶어-
나에게는 아주 사소한 일이라도
귀 기울여 주는 그대 나와 함께 있어줘
오랜 시간을 예--- 기다려 왔어
Won't you be my woman 삶이 끝나는
예--- 그 순간까지- 그대와 둘이서
Hey woman I'm not big on words.
But tonight I gotta tell you something
You gotta be my woman
you got a be my woman
Oh--- sweet baby
you are a one that I want
oh---- oh my sweet baby baby
You are a one that I need
Would you marry me tonight
오랜 시간을 예--- 기다려 왔어
(기다려 왔어---) 삶이 끝나는
예--- 그 순간까지- 그대와 둘이서",록/메탈,2000.04.29
54,god,Friday Night,"맘 이맘
부풀어 오르는 이밤
right alright
it's friday night
감 예감
좋은 예감이 드는 이 밤
tonight's the night
oh friday night
yeah
금요일 밤 오늘밤
오 오 늘은 월급탄 밤
기분이 삼삼한 밤
아침부터 왠지
좋은 예감
yeah it's O K
자 기분좋아
yeah feel alright
자 어디든 가
우리 준이형
태우 호영 데니
다 모두 나갈 준비됐니
어두워진 거리를
미끄러져 나가는
우리들 g o d
다섯 남자는 주머니
꽉 차 시계는 안봐
멋진 자동차
거리로 나가
지나가는 여인들
yeah 마주치는 시선들
uh you want me
I want you too then
tell me and
I'll come to you
맘 이맘
부풀어 오르는 이밤
right alright
it's friday night
감 예감
좋은 예감이 드는 이 밤
tonight's the night
oh friday night
uh uh 드디어 도착한
클럽앞에
들어가려고 기다리는
사람들의
줄이 늘어서고
서로 의식하고 저마다
자기들의 무게를 잡고
마음의 준비 시작한다
uh 이제 곧 있으면
시작한다
uh 오늘의 승자는
누구일까
uh 또 어떤 커플이
탄생할까
선수입장
들어간다
자 들어간다
g o d 가 나가 신다
모두 모두 모두 모두
비켜나라
자 울려 퍼지는
음악소리
자 돌아가는
조명들이
금요일 밤이
온 걸 알리네
자 어서 이 밤을
즐기세 좋아 기분 좋아
uh 그대와 나
오늘 멈추지마
음악 멋진 음악
yeah 흘러나와
and it'll
I feel alright
pump it up
everybody say
tonight's the night
tonight's the night
hey ho
tonight's the night
tonight's the night
pump it up
everybody say
tonight's the night
tonight's the night
ho ho ho ho
tonight's the night
tonight's the night
이제는 dance time
come on stage
어디지 오
저기서 우릴 부르지
우리들을 향해서
손짓하지
자 우리들의 무대다
모두 비켜라
남자들은 비키고
여자들은 남아라
그리고 보아라 you want me
baby baby you can have me
맘 이맘 부풀어 오르는
이밤 right alright
it's friday night
감 예감 좋은 예감이
드는 이 밤
tonight's the night
oh friday
night yeah 맘 이맘 부풀어
오르는 이밤 right alright it's
friday night 감 예감 좋은
예감이 드는 이 밤 tonight's
the night
oh friday night yeah",댄스,1999.11.25
55,쿨 (COOL),해석남녀,"나는 김성수다
나는 그녀를 사랑한다
이제부터 그녀 얘기를 시작한다
원 투 잘 들어봐
랄랄랄랄 랄랄랄랄라
여자는 항상 이런말을
서슴없이 하지
남자는 다 똑같은 늑대라는말
도대체 알고하는 소린지
진짜로 늑대들은 모두다
자기네 여자밖에 모른다는
사실을 아우
남자는 항상 이런 말을
은근슬쩍 하지
내숭을 떠는 여자 정말
싫다고 오 예
도대체 알고 하는 소린지
진짜로 내숭없는 여자는
조금만 사귀어 보면 매력
없단 사실을
남자는 뭐니뭐니 해도
내세울건 능력이라지만
여자는 곧 죽어도
미모란 사실을
영웅은 미인들만 차지해
용기가 있는자는 그렇지
열번을 찍을만큼
참을성도 필요해
바람에 흔들리는 갈대들
여자는 별로 다를께 없어
바람처럼 이 세상을 산다면
미인은 내꺼야
물론 너를 처음봤던 그 순간에
다리에 힘이 쫙 빠지고 정말
끝내줬지
하지만 양귀비도 2박3일
결국엔 얼마 못가 나도 슬슬
지겨워졌지
여자는 괜히 좋으면서
이런말도 하지
아직은 아니라는 아리송한 말
도대체 알고하는 소린지
진짜로 때가 아닌 거라면
왜 맨날 밤 늦도록 가지말라
하는지
남자는 가는 눈을 뜨고
앙큼하게 묻지
술한잔 못하는건 멋이
없다고 오 예
도대체 알고하는 소린지
진짜로 사랑하는 여자가
조금만 술취해도 화를
낸단 사실을
세상을 지배하는 자는
남자라고 큰소리 치지만
그런 남잘 지배하는건 여자야
세상에 남자들이 없다면
별문제 없이 지낼수 있어
여자가 없는 세상 그건
종말일거야
세상에 단 한가지 문제는
영원히 풀지못할 숙제는
미로처럼 복잡하고 미묘한
그것은 남 과 여
코꼈어 코꼈어 제발
코껴버렸어
네탓이지 걸린 내가 잘못이냐
그냥 팔자려니 하고 살아야지
오 코꼈어 코꼈어 제대로
코껴버렸어",댄스,2000.04.22
